channel_id,channel_title,video_id,video_url,ads_yn,subscribers,views,likes,comments,video_title,publishDate,brand_name,matched_keyword,updated_at
UCr_QBNzvSm_a7mreIpTregw,민가든,1AkbvNpboGE,https://www.youtube.com/watch?v=1AkbvNpboGE,0,289000,35640,0,114,1억짜리 침대? 청담 웨딩 데모 메이크업 38.5만원…예비신부 프리미엄 현실💍,2026. 2. 5,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UCjwoVFZNNSLS7om0-bTPspw,하나둘 채워,dvOIhT2GwD4,https://www.youtube.com/watch?v=dvOIhT2GwD4,0,272,902,8,1,요즘 유행하는 분위기 대박슨 메이크업✨ 강아지상🐶→고양이상😻 변신? #grwm #메이크업 #학생메이크업  #쿨톤메이크업,2026. 2. 6,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UCwwx97EJWC1yj5YH3sO5AWg,널뮤 nullmue,nA3o8aBi3cw,https://www.youtube.com/watch?v=nA3o8aBi3cw,0,268,2823,38,1,청순 일녀 메이크업 튜토리얼 with 클리오 뮤트라이브러리 #makeup #makeuptutorial #makeupkorea,2026. 2. 7,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UC3ZQbE9FKR8TwHYqTNcIXQQ,HOONION,huODsTvvGsc,https://www.youtube.com/watch?v=huODsTvvGsc,0,410000,20769,387,169,광고❌ 기대 이상인데?!💜 요즘 핫한 신상추천템 싹 다! 알려드림 (ft. 공동개발 쿨링앰플 최초공개❄️ | 30인 이벤트 있음),2026. 2. 7,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UCQBMHyYoTV_r1PXEVojISfg,서녕 SEONYEONG,dUjFX6ulHYg,https://www.youtube.com/watch?v=dUjFX6ulHYg,0,493,789,15,10,"요즘 난리난 에뛰드 망곰이 신상 팔레트, 진짜 좋을까?😗 (초보 뷰티유튜버 고민, 카메라 색감 고민 재잘재잘)",2026. 2. 8,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UCvpD0KP2b7nVLbEAydjjNaQ,코코초 COCOCHO,4DykRz2Dn_Y,https://www.youtube.com/watch?v=4DykRz2Dn_Y,0,398000,50034,390,178,미야오 바이브 한 스푼!🐈‍⬛ 얼태기를 이겨내는 쿨 뮤트 메이크업🐾  (+ 틴트 개발 스포!!),2026. 2. 11,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UCA5CvI96Q7XtiRIxmajRzWw,찐광커플 JJINGWANG COUPLE,L9cNpUbQP_w,https://www.youtube.com/watch?v=L9cNpUbQP_w,1,2320,1638,0,0,"건조한 입술 립추천💋 | 오버립 바르는법! 샤넬 립밤, 릴리바이레드 립라이너, 오에니르 틴트 #kbeauty",2026. 2. 11,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UC7gDQCxC1wr955ECW6wSOoA,LULUPANG 루루팡,VLVuwRxwLNg,https://www.youtube.com/watch?v=VLVuwRxwLNg,0,2250000,16918,260,12,브라운 메이크업 애니메이션에 두쫀볼 먹방 한스푼 + ASMR 고인물들을 위한 수면용 hand movements,2026. 2. 12,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UCn_fZLXut_Tj9-QihG_9l0g,안다 ANDA,0Mz7tGmN4fg,https://www.youtube.com/watch?v=0Mz7tGmN4fg,0,1540000,54692,2290,118,여자의 악마😈 빌리 츠키의 고양이st 음영 메이크업 복붙해봄🖤 | 칙칙하지 않은 스모키 메이크업🐦‍⬛,2026. 2. 15,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UCW67yGQxNNMnLqRHyaTjygA,Hong's MakeuPlay 홍이모,fbJcl5OZ6u4,https://www.youtube.com/watch?v=fbJcl5OZ6u4,0,381000,77767,714,23,브러쉬 없이 가능한‼️쉬운 아이 메이크업 #makeuptutorial,2026. 2. 15,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UC7gDQCxC1wr955ECW6wSOoA,LULUPANG 루루팡,72ufjyCkny4,https://www.youtube.com/watch?v=72ufjyCkny4,0,2250000,68071,440,23,"바람핀 전 남친의 결혼식 어떻게 하고 가지?! 오렌지 브라운 FOX 메이크업🦊 여드름 압출, 데일리 메이크업 애니메이션 루루팡",2026. 2. 15,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UC_gu0ahtQ9UeCWdUs9gvRJg,채히 CHAEHEE,i6SzK6OcOfk,https://www.youtube.com/watch?v=i6SzK6OcOfk,0,33100,11763,329,66,친구 메이크업 해주기 -♡→ 촉촉+울먹 로지빔이 좋아....꒰ᐢ. ̫ .ᐢ꒱ ♡  ,2026. 2. 16,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UCDaYQyEp5BEbSo_gGUlFRaw,마롱 marong,no5AAPZey34,https://www.youtube.com/watch?v=no5AAPZey34,0,156000,3766,65,24,신상템 팩폭 리뷰 겟레디윗미 (운명전쟁49/릴바레 꿀복빔/에뛰드팔레트/올영 망곰에디션/올리오 노글루속눈썹/하밍비비17호),2026. 2. 19,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UCj83T5taUG2jr2h0aPSPA3g,10시엔 디붕,IvJPTDRWeMU,https://www.youtube.com/watch?v=IvJPTDRWeMU,0,88800,15451,218,78,"[무편집 메이크업] 많은게 바뀌었슴다...👃🏻코재수술,, 그 1년반 후➕10𝐤𝐠 감량",2026. 2. 19,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UCK_SS-VZj0tQORGbdDnel8A,유채 YUCHAE,wnF3t7MC4eo,https://www.youtube.com/watch?v=wnF3t7MC4eo,0,51000,6130,125,13,"월간 봄웜템🛒 복숭아 신상템을 모아 모아·.˚🍑 ₊: ꒰ ♡ ꒱  에스쁘아 블러 웨어 블러, 밀크터치 듀 스테인 쉬어 립 글로스, 에뛰드 마이 쁘띠 팔레트 | 유채 YUCHAE",2026. 2. 21,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UC3ZQbE9FKR8TwHYqTNcIXQQ,HOONION,8ZkZTU0v58s,https://www.youtube.com/watch?v=8ZkZTU0v58s,0,410000,17718,344,209,"사기전에 꼭! 봐..🌟 핫한 신상템 밀착리뷰 하면서 메이크업 해봄👍🏻 (페리페라 무드글로이, 네이밍vs루미르 블러셔, 에뛰드 쁘띠 팔레트, 얼터너티브 틴트, 올리브영 망곰이 등)",2026. 2. 22,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UC10z0df49aCb3n7nUjezx9Q,윤 YOON,SotPArLaHVs,https://www.youtube.com/watch?v=SotPArLaHVs,0,269,1943,0,1,🍞유행 다 지난 굽굽 토스티 메이크업 스포🍞 #makeup #kpop #tutorial #메이크업 #shorts #toast #lilybyred,2026. 2. 25,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UCfM7HC0wkS_cWVIcgpy2XPA,몌 myerry,ZXFCxrmt0vs,https://www.youtube.com/watch?v=ZXFCxrmt0vs,0,133000,6394,116,15,재밌는데요⁉️ 올리브영 신상🫒 마음에 드는 제품들만 꼼꼼하게 리뷰해 봤어요💕,2026. 2. 27,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UCn_fZLXut_Tj9-QihG_9l0g,안다 ANDA,G1jv5nDdTjQ,https://www.youtube.com/watch?v=G1jv5nDdTjQ,0,1540000,310000,10061,118,개학준비하쟈🏫 🤎 갈웜뮤트 학생 메이크업✨,2026. 2. 27,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UC4JtVFtfTFEXdgLil-v0Fgg,Anna Lee,NsLW0cCF4Gc,https://www.youtube.com/watch?v=NsLW0cCF4Gc,0,296000,4900,109,2,"when you’re sick of pink blushes, try a nude brown blush 🤎",2026. 2. 27,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UC3ZQbE9FKR8TwHYqTNcIXQQ,HOONION,h1tPHXaJ01I,https://www.youtube.com/watch?v=h1tPHXaJ01I,0,410000,41559,1885,1567,광고❌ 3월 올영세일! 찐추천템 24가지🔥 50만원 전제품 쏩니다! (10주년 기념 이벤트),2026. 2. 28,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
