Percendi	퍼센디	166336	r0_exact	3
KANEI TEI	KANEITEI	130741	r0_exact	3
더베네푸드	더베네푸드	154393	r0_exact	3
Cleardea	클리어디어	153449	r0_exact	3
케어웰	케어웰	155644	r0_exact	3
비거너리	달바	46	r0_exact	3
SNP	Snp	66620	r0_exact	3
루니엘	루니엘	173870	r0_exact	3
그라운드플랜	그라운드플랜	108348	r0_exact	3
이오시카	이오시카	64468	r0_exact	3
Femmue	파뮤	66415	r0_exact	3
Speak	스픽	351	r0_exact	3
퓨어라벨	퓨어라벨	153171	r0_exact	3
Easydew	이지듀	94700	r0_exact	3
Satechi_Kr	사테치	110661	r1_decor	3
87MM	87mm	45973	r0_exact	3
JENNIFEROOM	제니퍼룸	103496	r0_exact	3
Saint James Korea	세인트제임스	99374	r1_decor	3
Dyson	다이슨	88	r0_exact	3
Allrightgreen	올라잇그린	155155	r0_exact	3
닥터오라클	닥터오라클	60630	r0_exact	3
klipsch_kr_official	클립쉬	60905	r1_decor	3
Aromatica	아로마티카	33220	r0_exact	3
Think Way	씽크웨이	57704	r0_exact	3
굿웨어몰	굿웨어몰	85249	r0_exact	3
리딩게이트	리딩게이트	164350	r0_exact	3
사이즈오브	사이즈오브	833	r0_exact	3
컴포지션 스튜디오	컴포지션 스튜디오	97316	r0_exact	3
ChatGPT	OpenAI	163729	r0_exact	3
TISLO	티슬로	91881	r0_exact	3
월터워커 시다스	월터워커시다스	57485	r0_exact	3
나일로라	나일로라	156107	r0_exact	3
Charde.official	샤르드	90237	r1_decor	3
Tonymoly	토니모리	3174	r0_exact	3
한국후지필름	한국후지필름	159202	r0_exact	3
Beanpole	빈폴	477	r0_exact	3
에이카랩스	에이카랩스	165381	r0_exact	3
Camvil	캠빌	35239	r0_exact	3
낫띵베럴	낫띵베럴	157047	r0_exact	3
차란	차란	146522	r0_exact	3
WHO LOVES ART	후러브스아트	154339	r0_exact	3
안다르	안다르	54779	r0_exact	3
김단단	김단단	164839	r0_exact	2
쥬비스	쥬비스	34096	r0_exact	2
바이오뉴트리온	바이오뉴트리온	129913	r0_exact	2
Manus AI	마누스 AI	164423	r0_exact	2
코에르	코에르	154933	r0_exact	2
정리습관	정리습관	154762	r0_exact	2
니드인	니드인	4509	r0_exact	2
AIGLE KR	에이글	166275	r1_decor	2
딜팩토리	딜팩토리	56277	r0_exact	2
블루존	블루존	156056	r0_exact	2
오필리	오필리	165264	r0_exact	2
뉴트로지나	뉴트로지나	46138	r0_exact	2
리베르	리베르	91868	r0_exact	2
Re,move	리무브	46092	r0_exact	2
모이몰른	모이몰른	164858	r0_exact	2
드로우핏 우먼	드로우핏	3382	r0_exact	2
쿠첸	쿠첸	182	r0_exact	2
윙블링	윙블링	143483	r0_exact	2
Milktouch	밀크터치	130	r0_exact	2
박카스	동아제약	128	r0_exact	2
닥터슈라클	닥터슈라클	153574	r0_exact	2
동원F&B	동원F&B	131	r0_exact	2
듀얼소닉	듀얼소닉	82814	r0_exact	2
begin202	비긴202	91865	r0_exact	2
와이드앵글	와이드앵글	3943	r0_exact	2
도로시와	도로시와	45342	r0_exact	2
Vividmontage	비비드몽타주	144019	r0_exact	2
Merrymonde	메리몽드	789	r0_exact	2
바이애콤	바이애콤	3190	r0_exact	2
Marlenkakorea	말렌카	50223	r1_decor	2
Bobbi Brown Cosmetics	바비브라운	66949	r0_exact	2
휴브론	휴브론	165426	r0_exact	2
Saturnbird Coffee KR	새턴버드	164871	r1_decor	2
벨르랑코	벨르랑코	116408	r0_exact	2
에듀플렉스	에듀플렉스	58782	r0_exact	2
토스플레이스	토스플레이스	150770	r0_exact	2
올미오펫	올웨이즈코퍼레이션	85929	r0_exact	2
보이스캐디	보이스캐디	20096	r0_exact	2
디어니스 오피셜	디어니스	66441	r1_decor	2
알고케어	알고케어	165454	r0_exact	2
피토틱스	피토틱스	97	r0_exact	2
Kiri Korea	끼리	46152	r1_decor	2
Visa	비자카드	413	r0_exact	2
칼로	경남제약	94653	r0_exact	2
레뷰	레뷰	130726	r0_exact	2
Umbro Korea	엄브로	46776	r1_decor	2
비아지오	비아지오	130754	r0_exact	2
키출판사	키출판사	154483	r0_exact	2
미래엔 키즈	미래엔	4076	r1_decor	2
NDY	널디	4606	r0_exact	2
WMC_official	WMC	62431	r1_decor	2
마이리얼트립키즈	마이리얼트립	285	r1_decor	2
올데이즈	올데이즈	165937	r0_exact	2
미스사사	미스사사	153578	r0_exact	2
롯데칠성음료	롯데칠성음료	7	r0_exact	2
Torras Global	TORRAS	89785	r1_decor	2
교동식품	교동식품	47183	r0_exact	2
VU	뷰	28360	r0_exact	2
Bambu Lab Korea	Bambu Lab	69090	r1_decor	2
Sungbooneditor global	성분에디터	320	r1_decor	2
H&M	H&M	3332	r0_exact	2
NOL	야놀자	234	r0_exact	2
토스뱅크	토스뱅크	47207	r0_exact	2
민음사	민음사	149869	r0_exact	2
웅진식품	웅진식품	50290	r0_exact	2
Didier Dubot Korea	DIDIER DUBOT KOREA	106881	r0_exact	2
데싱디바	데싱디바	47173	r0_exact	2
리브애니웨어	리브애니웨어	406	r0_exact	2
Deepinor	디피노르	166260	r0_exact	2
노이어	노이어	28576	r0_exact	2
코제트	코제트	152217	r0_exact	2
바디브	바디브	166283	r0_exact	2
Challans de Paris_KR	샬랑드파리	65157	r1_decor	2
올더뮤	올더뮤	33431	r0_exact	2
holitual_official	홀리추얼	37301	r1_decor	2
Otthonos	오토노스	147751	r0_exact	2
위틀스토어	위틀스토어	146304	r0_exact	2
프롬랩스	프롬랩스	53489	r0_exact	2
My Fluffy	마이플러피	90259	r0_exact	2
굿네이버스	굿네이버스	4487	r0_exact	2
디마레	디마레	153735	r0_exact	2
착한구두	착한구두	129064	r0_exact	2
Moev	모에브	155784	r0_exact	2
에이센트	에이센트	163740	r0_exact	2
hince	힌스	3994	r0_exact	2
윌북	윌북	3350	r0_exact	1
GRN	GRN	3716	r0_exact	1
룩핀	룩핀	154880	r0_exact	1
더라운지	더라운지	142941	r0_exact	1
알집매트	알집매트	152212	r0_exact	1
플레이모빌 코리아	플레이모빌	54636	r1_decor	1
Lancôme	랑콤	145	r3_homoglyph	1
다룸	다룸	118966	r0_exact	1
Veganifect	비건이펙트	4552	r0_exact	1
럭키클로버	럭키클로버	162388	r0_exact	1
Sungbooneditor	성분에디터	320	r0_exact	1
대전관광공사	대전관광공사	573	r0_exact	1
옳곡	옳곡	154882	r0_exact	1
Mgears	Mgears	57458	r0_exact	1
nume.official	누메	165905	r1_decor	1
168cm	168cm	156978	r0_exact	1
Eau Thermale Avène	아벤느	61048	r3_homoglyph	1
COVERSEOUL_official	커버서울	153454	r1_decor	1
오뚜기몰	오뚜기	155	r1_decor	1
