branded_page_name,count,exact_match,exact_match_ci,r1_decor,r2_segment,r3_homoglyph
shirter,1,0,1,0,0,0
더미스,1,0,0,0,0,0
Motomont,1,0,0,0,0,0
컬러풀,1,1,1,0,0,0
부키,1,1,1,0,0,0
elena___mj,1,0,0,0,0,0
Yunho Park -Yuno,1,0,0,0,0,0
Uniqlo Korea 유니클로,1,0,0,0,0,0
짐포유율량점,1,0,0,0,0,0
강남피부커뮤니티,1,0,0,0,0,0
Lots,1,0,0,0,0,0
LikkGolf,1,0,0,0,0,0
bysec_official,1,0,0,1,0,0
 프리퀀터 코리아,1,0,0,0,0,0
Deracell,1,0,0,0,0,0
ERER,1,0,0,0,0,0
꿀팁정보특공대,1,0,0,0,0,0
L'H.A.S,1,0,0,0,0,0
Coffee Guy,1,0,0,0,0,0
Stenny,1,1,1,0,0,0
펫츠놀로지,1,1,1,0,0,0
CLOTE,1,1,1,0,0,0
Le Jardin Retrouvé,1,0,0,0,1,0
스브스뉴스,1,0,0,0,0,0
"윙잇, 일상을 편하고 맛있게",1,0,0,0,1,0
헬스매거진 용에디터,1,0,0,0,0,0
cro_house__,1,0,0,0,0,0
Aalok,1,1,1,0,0,0
문뽕뷰티,1,0,0,0,0,0
LG전자 온라인 입점대행점,1,0,0,0,1,0
Lazy.z_official,1,0,0,0,0,0
친환경포장박스,1,0,0,0,0,0
TAG EIGHT LLC.,1,0,0,0,1,0
Soliday,1,0,0,0,0,0
북스톤,1,0,0,0,0,0
Mode-r,1,0,0,0,0,0
Coca-Cola,1,1,1,0,0,0
Reverseformula,1,0,0,1,0,0
yoonina_official,1,0,0,0,0,0
브릴랑미 Brillant Mi,1,0,0,0,0,0
Biterm,1,0,0,0,0,0
운동은내일로,1,0,0,0,0,0
라다미노,1,0,0,0,0,0
Macrene Actives,1,0,0,0,0,0
공간디자인페어,1,0,0,0,0,0
현대차 정몽구 재단,1,0,0,0,0,0
알에이치코리아,1,1,1,0,0,0
테라카니스,1,0,0,0,0,0
LuaRén,1,0,0,0,0,0
Dragon Siege,1,0,0,0,0,0
Touche 뚜쉐,1,0,0,0,0,0
나락서점,1,0,0,0,0,0
코드잇,1,1,1,0,0,0
Y존건강꿀팁,1,0,0,0,0,0
뮤즈인미,1,0,0,0,0,0
Innisfree (이니스프리),1,0,0,0,1,0
째깍악어,1,0,0,0,0,0
코린별,1,0,0,0,0,0
Paiged,1,0,0,0,0,0
Tati Coffice,1,0,0,0,0,0
OVROU,1,0,1,0,0,0
돈버는일본어,1,0,0,0,0,0
Olio Oliva,1,0,0,0,0,0
어글리어스,1,0,0,0,0,0
언니들의 ㅅㄹ꿀팁,1,0,0,0,0,0
오티아 O.tea,1,0,0,0,0,0
도노 DONO,1,0,0,0,1,0
네이처스웨이,1,1,1,0,0,0
소이프롬,1,0,0,0,0,0
루시에르 LUCIER,1,0,0,0,0,0
센트올,1,0,0,0,0,0
요즘엄마의 육아팁,1,0,0,0,0,0
은빌리버블,1,0,0,0,0,0
bodume,1,0,0,0,0,0
초딩맘 정보 공유,1,0,0,0,0,0
핫플지도,1,0,0,0,0,0
"콰트, 운동의 쉬운 시작",1,0,0,0,1,0
RER.office,1,0,0,0,0,0
Bubblee,1,0,0,0,0,0
오늘의 꿀템,1,0,0,0,0,0
DAN studio,1,0,0,0,0,0
올바름,1,0,0,0,0,0
geoje_story,1,0,0,0,0,0
Korea Samsonite,1,0,0,0,1,0
Movlabs,1,0,0,0,0,0
어센더,1,0,0,0,0,0
건강지식백과,1,0,0,0,0,0
악취없는 삶,1,0,0,0,0,0
Kangdan,1,0,0,0,0,0
Timeoff.club,1,0,0,0,0,0
루나랩 키즈,1,0,0,1,0,0
일산 파주 김포 맛집,1,0,0,0,0,0
Posca Korea. 포스카,1,0,0,0,0,0
Lucier,1,0,0,0,0,0
빠델,1,0,0,0,0,0
yeowoorak,1,0,0,0,0,0
Linkpie,1,0,0,0,0,0
발레핏 정은쌤,1,0,0,0,0,0
dooring_official,1,0,0,0,0,0
스타스케이프 풀빌라,1,0,0,0,0,0
1epick,1,0,0,0,0,0
변정수 pyeonjungsu,1,0,0,0,0,0
피캄 P.CALM LAB,1,0,0,0,1,0
Rock N Run 락앤런,1,0,0,0,0,0
로트리(lotree),1,0,0,0,0,0
inmr.kr,1,0,0,1,0,0
강집사,1,0,0,0,0,0
원알엠1rm,1,0,0,0,0,0
FILA Underwear,1,0,0,0,1,0
속편안상점,1,0,0,0,0,0
고고다이노,1,0,0,0,0,0
너츠굿,1,0,0,0,0,0
좌현,1,0,0,0,0,0
Second salt,1,0,0,0,0,0
Stgh,1,0,0,0,0,0
G마켓,1,1,1,0,0,0
Caviar Master,1,0,0,0,0,0
Tips Archive,1,0,0,0,0,0
후니투어,1,0,0,0,0,0
NOWDA 나우다,1,0,0,0,0,0
Kitsch,1,0,0,0,0,0
웨이브스튜디오라이브,1,0,0,0,0,0
Stikivoca,1,0,0,0,0,0
퍼스트미트- Firstmeat,1,0,0,0,0,0
페렌들리,1,0,0,0,0,0
Darakwon_japanese,1,0,0,0,0,0
어레이드,1,1,1,0,0,0
Vingle,1,0,0,0,0,0
메시아컬쳐스튜디오-Messiah CultureStudio,1,0,0,0,0,0
세벨리아,1,0,0,0,0,0
uzee_h,1,0,0,0,0,0
쿠차라,1,0,0,0,0,0
Hans style hanna,1,0,0,0,0,0
본디,1,1,1,0,0,0
レブロン/Revlon,1,0,0,0,1,0
MACNI,1,0,1,0,0,0
doraemon_kr_official,1,0,0,0,0,0
design_artty_k,1,0,0,0,0,0
Ohayofriends,1,0,0,0,0,0
Soez.shop,1,0,0,1,0,0
"Muse, 스타일온미",1,0,0,0,0,0
아넬라,1,0,0,0,0,0
농심 (Nongshim),1,0,0,0,1,0
ss___o1,1,0,0,0,0,0
오가닉그라운드,1,0,0,0,0,0
국립현대미술관문화재단,1,0,0,0,0,0
1w1p,1,0,0,0,0,0
셀트리온 지피덤,1,0,0,0,1,0
Canva Korea,1,1,1,0,0,0
Van Leeuwen Ice Cream,1,0,0,0,0,0
Karl&Hans 칼앤한스,1,0,0,0,1,0
SNPE,1,1,1,0,0,0
Staubzwilling,1,0,0,0,0,0
이퀄비,1,0,0,0,0,0
Sleeslee,1,0,0,0,0,0
덴마크,1,1,1,0,0,0
DIA Clinic JP,1,0,0,0,0,0
Mublic korea,1,0,0,0,0,0
마켓햇담,1,0,0,0,0,0
chorokk,1,0,0,0,0,0
코오롱몰 Kolonmall,1,0,0,0,1,0
이너플로,1,0,0,0,0,0
팔도보감,1,0,0,0,0,0
깨알수다방,1,0,0,0,0,0
Maisongladjeju - 메종글래드제주,1,0,0,0,0,0
KUNAsoycafe,1,0,0,0,0,0
에이텐코리아,1,0,0,0,0,0
동국제약,1,1,1,0,0,0
두대표,1,0,0,0,0,0
Ournostalgia.kr,1,0,0,0,0,0
문한빈,1,0,0,0,0,0
리즈랩,1,1,1,0,0,0
내 와이 찾기 Find My Why,1,0,0,0,0,0
Cloudemotion,1,0,0,0,0,0
문오피스,1,0,0,0,0,0
아르시에,1,0,0,0,0,0
Rrace,1,0,0,0,0,0
AI 꿀팁 모음,1,0,0,0,0,0
바르맘,1,0,0,0,0,0
맛집in수원용인,1,0,0,0,0,0
이사대학,1,0,0,0,0,0
musicspinning_no.1,1,0,0,0,0,0
강남다이어트여신,1,0,0,0,0,0
고3로그,1,0,0,0,0,0
RedteaGO,1,0,0,0,0,0
에르쯔틴,1,1,1,0,0,0
시크릿 쥬쥬,1,1,1,0,0,0
베이비벨,1,0,0,0,0,0
After blow,1,1,1,0,0,0
hugenest_paper,1,0,0,0,0,0
Lee Bodywear,1,0,1,0,0,0
owc_yoon,1,0,0,0,0,0
엠엠즈,1,0,0,0,0,0
mandesalon_korea.univ,1,0,0,0,0,0
투어비스,1,1,1,0,0,0
The Sool Company Korea,1,0,0,0,0,0
온세상공쥬들다모여,1,0,0,0,0,0
르멘트,1,1,1,0,0,0
nimbel.kr,1,0,0,0,0,0
Saenggwabang,1,0,0,0,0,0
Botanix,1,0,0,0,0,0
V.LIF Hospital,1,0,0,0,0,0
바이탈뷰티샵,1,0,0,0,0,0
건강한 언니들 꿀템,1,0,0,0,0,0
지호한방삼계탕,1,0,0,0,0,0
부블릭 bublik,1,0,0,0,0,0
노셀코지,1,0,0,0,0,0
Miffy Korea,1,0,0,0,0,0
다이어트 꿀팁,1,0,0,0,0,0
에이홉 ahope,1,0,0,0,0,0
소심한호랑이,1,0,0,0,0,0
Mercuri Digitalmed,1,0,0,0,0,0
포즈앤펍,1,0,0,0,0,0
Roika,1,1,1,0,0,0
노캡디자인,1,0,0,0,0,0
Misekiseoulmen,1,0,0,0,0,0
my_moadesign,1,0,0,0,0,0
뿜뿜 인플루언서,1,0,0,0,0,0
GS25,1,1,1,0,0,0
Imperial Age,1,0,0,0,0,0
메디트리,1,1,1,0,0,0
에이치,1,0,0,0,0,0
Levrence.skin,1,0,0,0,0,0
삼첩분식,1,1,1,0,0,0
SANUE,1,0,0,0,0,0
프롬리에,1,1,1,0,0,0
나인제트,1,1,1,0,0,0
탈모탈출,1,0,0,0,0,0
allsu_777,1,0,0,0,0,0
슬림플래닛,1,0,0,0,0,0
관યથ비법,1,0,0,0,0,0
오라카이 대학로 호텔 Orakai Daehakro Hotel,1,0,0,0,0,0
Igor Tulchinsky,1,0,0,0,0,0
Ceraon,1,0,0,0,0,0
cahuh_,1,0,0,0,0,0
Ollocdampharmacy,1,0,0,0,0,0
Münikund,1,0,0,0,0,0
꿀템 저장소,1,0,0,0,0,0
ordinarypeople,1,0,0,0,0,0
나리몽,1,1,1,0,0,0
jinjuhyung_,1,0,0,0,0,0
Goalstudio_official,1,0,0,1,0,0
포켓몬코리아,1,0,0,0,0,0
D'Alba Germany,1,0,0,0,0,0
Pl.leaveme,1,0,0,0,0,0
Glossy Seoul,1,0,0,0,0,0
유기리니,1,0,0,0,0,0
콜리에슈피,1,0,0,0,0,0
Jinnyyoon,1,0,0,0,0,0
⋌ㅏ줘ગ거,1,0,0,0,0,0
accept_n_remake,1,0,0,0,0,0
뉴트리메이드,1,0,0,0,0,0
씨에프엔,1,0,0,0,0,0
minumsa_books,1,0,0,0,0,0
sons.spirit,1,0,0,0,0,0
Ashrolen 애쉬로렌,1,0,0,0,1,0
대원헬스,1,1,1,0,0,0
뮤토웨어,1,0,0,0,0,0
무니토,1,0,0,0,0,0
Elraviecos,1,0,0,0,0,0
exhibition_artewith,1,0,0,0,0,0
제니하우스 코스메틱,1,0,0,0,1,0
Cafe wepla,1,0,0,0,0,0
매일의 친구 데이메이트,1,0,0,0,1,0
Chaewun,1,0,0,0,0,0
VivaVideo Editor,1,0,0,0,0,0
바디럽-Bodyluv,1,0,0,0,1,0
해태제과,1,1,1,0,0,0
마이피픈,1,1,1,0,0,0
winti 윈티,1,0,0,0,0,0
광주아트패스,1,0,0,0,0,0
윈불,1,0,0,0,0,0
베리썸,1,1,1,0,0,0
DEIG,1,0,0,0,0,0
디자이너 빈,1,0,0,0,0,0
Slowglow_Official,1,0,0,1,0,0
미닉스,1,1,1,0,0,0
자민경,1,1,1,0,0,0
Not New,1,0,0,0,0,0
briskin,1,0,0,0,0,0
하위나이트 스포츠 - Hauynite Sports,1,0,0,0,0,0
제주푸드앤와인페스티벌 - Jeju Food & Wine Festival,1,0,0,0,0,0
리터니티,1,1,1,0,0,0
AEREA,1,1,1,0,0,0
브루젠,1,0,0,0,0,0
Lostmanagementcities,1,0,0,0,0,0
Tio de santabarbara,1,0,0,0,0,0
롭스칼프,1,0,0,0,0,0
manbliss_,1,0,0,0,0,0
위메이크페인팅,1,0,0,0,0,0
썬슈룹 sun.shurupp,1,0,0,0,1,0
노렌,1,0,0,0,0,0
프리티 모바일,1,0,0,0,0,0
타입넘버 TYPE No.,1,0,0,0,1,0
Snowpeak_outdoor,1,0,0,0,1,0
jay_day____,1,0,0,0,0,0
Goodbeauty26,1,0,0,0,0,0
아이돌 이슈,1,0,0,0,0,0
BONCEPT,1,1,1,0,0,0
Killorie,1,0,1,0,0,0
niceghostclub,1,0,0,0,0,0
스포츠 사이언스 랩,1,0,0,0,0,0
루메온,1,0,0,0,0,0
달씨 darcie,1,0,0,0,0,0
신스바이오,1,0,0,0,0,0
PADA Miyakojima,1,0,0,0,0,0
HIX.AI.,1,0,0,0,0,0
이태기리,1,0,0,0,0,0
카멜마운트,1,1,1,0,0,0
실시간 서울,1,0,0,0,0,0
hoont_official,1,0,0,0,0,0
스위치온,1,0,0,0,0,0
펫긱 Petgeek,1,0,0,0,0,0
Global 6K for Water Korea,1,0,0,0,0,0
Hanspharma,1,0,0,0,0,0
siminbakery_hyoja,1,0,0,0,0,0
제이앤제이슨,1,0,0,0,0,0
ETUDE 에뛰드,1,0,0,0,1,0
나뚜라하우스,1,0,0,0,0,0
에잇세컨즈 - 8seconds,1,0,0,0,1,0
케어존 - Carezone,1,0,0,0,1,0
Lumare,1,0,0,0,0,0
Finitree,1,0,0,0,0,0
Aha studio.ID,1,0,0,0,0,0
SkinStandard,1,0,0,0,0,0
주니공간,1,0,0,0,0,0
콩알이네,1,0,0,0,0,0
마이메르시 치과위생사,1,0,0,0,0,0
fxIP,1,0,0,0,0,0
펫초이스 petchoice,1,0,0,0,0,0
LANEIGE 라네즈,1,0,0,0,1,0
러브라이너,1,0,0,0,0,0
박한별 / Byeol,1,0,0,0,0,0
피코,1,1,1,0,0,0
시리어스,1,1,1,0,0,0
AOMG,1,1,1,0,0,0
카밍의아뜰리에,1,0,0,0,0,0
현대차증권,1,0,0,0,0,0
Nuub,1,0,0,0,0,0
닥터캄 Dr.Calm,1,0,0,0,0,0
ASYOU 환인제약 애즈유,1,0,0,0,1,0
윤여운,1,0,0,0,0,0
AmazingTalker,1,0,0,0,0,0
닥터아나,1,0,0,0,0,0
비바코리아,1,1,1,0,0,0
팝업in서울,1,0,0,0,0,0
MERIDA-Seoul,1,0,0,0,0,0
Elloge,1,0,0,0,0,0
New 프로벨,1,0,0,0,0,0
AIVideo001,1,0,0,0,0,0
시유안,1,0,0,0,0,0
NoA Internasional,1,0,0,0,0,0
기능성 유산균 바이크롬,1,0,0,0,1,0
Cruv.kr,1,0,0,0,0,0
Hokki,1,0,0,0,0,0
DUNS Sweden,1,0,0,0,0,0
Benuet,1,0,0,0,0,0
BONE A PETY,1,0,0,1,0,0
roxie.pro,1,0,0,0,0,0
그린몬스터,1,1,1,0,0,0
Mom&twins,1,0,0,0,1,0
포네크 공식몰,1,0,0,1,0,0
Witply 윗플리,1,0,0,0,0,0
Gorilla Waxing ,1,0,0,0,0,0
롯데아울렛,1,0,0,0,0,0
tifof,1,0,0,0,0,0
monchhichi_official_korea,1,0,0,0,0,0
라니쥬,1,1,1,0,0,0
레닉,1,0,0,0,0,0
It's routine,1,0,0,0,0,0
HIX.AI,1,0,0,0,0,0
Wi-on 와이온,1,0,0,0,0,0
Rrmmseoul,1,0,0,0,0,0
닥터클라우더,1,0,0,0,0,0
shop_oveof,1,0,0,0,0,0
효지 - HYOJI,1,0,0,0,1,0
지학사,1,0,0,0,0,0
아이미｜eyeme eyelash,1,0,0,0,0,0
르무어,1,0,0,0,0,0
Anahata Yoga School,1,0,0,0,0,0
한국 가요 임금님,1,0,0,0,0,0
러마드-Rumad,1,0,0,0,0,0
Sunburnproject,1,0,1,0,0,0
INGA 잉가,1,0,0,0,1,0
텍스쳐 - txture,1,0,0,0,0,0
뷰스타여니,1,0,0,0,0,0
喜界島観光物産協会,1,0,0,0,0,0
Resear,1,0,0,0,0,0
카라디움,1,1,1,0,0,0
Now Speak English Online,1,0,0,0,1,0
생럭슈,1,0,0,0,0,0
Lia Kim,1,0,0,0,0,0
삼성화재 N잡 크루,1,0,0,0,1,0
Therabody_kor,1,0,0,0,0,0
chul1won,1,0,0,0,0,0
비됴클래스,1,0,0,0,0,0
X The League,1,0,0,0,0,0
플레이키즈프로,1,1,1,0,0,0
케이찹사라다,1,0,0,0,0,0
CreamHaus,1,0,0,0,0,0
래피즈 - REPIZ,1,0,0,0,1,0
EFILOW_official,1,0,0,1,0,0
Nareun - 나른,1,0,0,0,0,0
키에라,1,1,1,0,0,0
하나금융그룹 (Hana Financial Group),1,0,0,0,1,0
nuyis9,1,0,0,0,0,0
Mais,1,0,0,0,0,0
깔깔부부,1,0,0,0,0,0
1분꿀잼썰,1,0,0,0,0,0
플라야 PLAYA,1,0,0,0,0,0
채비공간 Chaebgonggan.official,1,0,0,0,1,0
Flove,1,0,0,0,0,0
AI Catch: AI Video APP,1,0,0,0,1,0
홈핏 Homefit,1,0,0,0,0,0
erty.ceo,1,0,0,0,0,0
시리어스펫,1,1,1,0,0,0
Columbia Sportswear,1,0,0,0,1,0
현대프리미엄아울렛 스페이스원,1,0,0,0,0,0
홀트아동복지회,1,0,0,0,0,0
인생 속옷 by 바디코,1,0,0,0,1,0
Santastudio,1,0,0,0,0,0
Treeny,1,0,0,0,0,0
화진,1,0,0,0,0,0
앤드로스,1,0,0,0,0,0
에어르,1,0,0,0,0,0
스프레이,1,0,0,0,0,0
유아른,1,1,1,0,0,0
원오브뎀,1,1,1,0,0,0
디트로네,1,0,0,0,0,0
디베아,1,1,1,0,0,0
The Nockin,1,0,0,0,0,0
라이프멘토,1,0,0,0,0,0
japan___story,1,0,0,0,0,0
tatli.ellie,1,0,0,0,0,0
파파존스,1,1,1,0,0,0
Kiehl's,1,1,1,0,0,0
카카오,1,1,1,0,0,0
퍼니메이드,1,0,0,0,0,0
Giveaways.com.au,1,0,0,0,0,0
라이온즈,1,0,0,0,0,0
wasabibear.mommy,1,0,0,0,0,0
Dino ai kr,1,0,0,0,0,0
Liftix,1,0,0,0,0,0
위아트,1,0,0,0,0,0
2way_income,1,0,0,0,0,0
Pyunkang Yul KR,1,0,0,1,0,0
스무살동디,1,0,0,0,0,0
fakejournal_official,1,0,0,0,0,0
youb_ming_s2,1,0,0,0,0,0
언라이프,1,1,1,0,0,0
맛집in인천부천,1,0,0,0,0,0
호텔페어-HotelFair,1,0,0,0,0,0
세종시문화관광재단,1,0,0,0,0,0
롯데웰푸드 - LOTTE Wellfood,1,0,0,0,1,0
이태리정미소,1,0,0,0,0,0
Checoo채윤,1,0,0,0,0,0
로렌츠,1,1,1,0,0,0
AETH,1,0,0,0,0,0
Me'ning,1,0,0,0,0,0
아이오랩스,1,0,0,0,0,0
imindacage,1,0,0,0,0,0
Bclose 비클로즈,1,0,0,0,1,0
Weseller,1,0,0,0,0,0
묘향가,1,0,0,0,0,0
Menasoo_official,1,0,0,0,0,0
무강바이오,1,0,0,0,0,0
수원 화성 동탄을 즐겨라,1,0,0,0,0,0
lovelyco.store,1,0,0,0,0,0
KT,1,1,1,0,0,0
Sensual Sleepwear Leading Lifestyle Brand,1,0,0,0,0,0
Kerbalive,1,0,0,0,0,0
슬림비법상자,1,0,0,0,0,0
뷰티맛집,1,0,0,0,0,0
누스,1,0,0,0,0,0
아신극장,1,0,0,0,0,0
Seamonster2016,1,0,0,0,0,0
Montbell de foret,1,0,0,0,1,0
ELROEL.cosmetic.korea,1,0,0,0,0,0
yongsennn,1,0,0,0,0,0
Smith W,1,0,0,0,0,0
홀리카 홀리카 2,1,0,0,0,0,0
Loacker,1,1,1,0,0,0
비벗,1,0,0,0,0,0
re.quentin,1,0,0,0,0,0
Wander Global,1,0,0,0,0,0
Disurge,1,0,0,0,0,0
studioorieus_w,1,0,0,0,0,0
탈모는타이밍,1,0,0,0,0,0
프로그,1,0,0,0,0,0
Norit.official,1,0,0,1,0,0
핑크존,1,0,0,0,0,0
Lukt Kindy,1,0,0,0,1,0
Dosi.manual,1,0,0,0,0,0
yeseul_w,1,0,0,0,0,0
쇼파1975 힐링베이스,1,0,0,0,0,0
바나날 - Bananal,1,0,0,0,1,0
SLIM9,1,0,1,0,0,0
leblanc.lc_official,1,0,0,0,0,0
엘랑코 My Pet & I,1,0,0,0,0,0
바잇미 - Bite me,1,0,0,0,1,0
Re:Brush,1,0,0,0,0,0
Mayreve.kr,1,0,0,0,0,0
덕화명란,1,0,0,0,0,0
unimasion,1,0,0,0,0,0
다신샵&다이어트신 - 다이어트 맛있게 관리하자,1,0,0,0,1,0
blubanoffical,1,0,0,0,0,0
Pilket 필켓,1,0,0,0,0,0
트리플피트니스,1,0,0,0,0,0
ssosijiyo_bbak,1,0,0,0,0,0
꿀팁춥스,1,0,0,0,0,0
Cerakey,1,1,1,0,0,0
Tarrytown_official,1,0,0,0,0,0
Nooni Skincare,1,0,0,0,1,0
Touchsoul 터치소울,1,0,0,0,0,0
투쿨포스쿨(too cool for school),1,0,0,0,1,0
Differ,1,0,1,0,0,0
토니앤가이 대치점,1,0,0,0,0,0
지둥지,1,0,0,0,0,0
team_edenbin,1,0,0,0,0,0
seoyujae ,1,0,0,0,0,0
Leverbe,1,0,0,0,0,0
W테라피 종로피부관리,1,0,0,0,0,0
nelna.shop,1,0,0,1,0,0
발머스한의원,1,0,0,0,0,0
Jucyjudy,1,0,0,1,0,0
LG유니참 펫케어,1,0,0,0,0,0
Banaco,1,0,0,0,0,0
Re:ssential,1,0,0,0,0,0
avanihotel_wedding,1,0,0,0,0,0
피부고민있어요?,1,0,0,0,0,0
LifeStandard,1,0,0,0,0,0
꿈꾸미,1,0,0,0,0,0
아시아나항공,1,1,1,0,0,0
NUNOK,1,0,0,0,0,0
몽키버니,1,0,0,0,0,0
베럴라비다,1,0,0,0,0,0
gooahyun,1,0,0,0,0,0
ssongri_official,1,0,0,0,0,0
Carat1984,1,0,0,0,0,0
Rdrdofficial,1,0,0,1,0,0
로긴,1,0,0,0,0,0
Neargarden - 니어가든,1,0,0,0,0,0
에이치다,1,0,0,0,0,0
아이레시피 irecipe jp,1,0,0,0,1,0
채식주의,1,0,0,0,0,0
테루파,1,0,0,0,0,0
Fitsleep,1,0,0,0,0,0
왓어룩,1,0,0,0,0,0
LG 스마트코티지,1,0,0,0,0,0
뷰피셜,1,0,0,0,0,0
sting925.1,1,0,0,0,0,0
Umarmung,1,1,1,0,0,0
Krug,1,0,0,0,0,0
OFRAME.by raf,1,0,0,0,1,0
Twwcosmetic,1,0,0,0,0,0
Licorne_kr,1,0,0,1,0,0
Cricut Korea,1,1,1,0,0,0
예뻐지는 개꿀팁,1,0,0,0,0,0
Pacdora,1,0,0,0,0,0
BJJ Fanatics Online Store,1,0,0,0,1,0
Rbow,1,0,1,0,0,0
은행연합회,1,1,1,0,0,0
01년생 다모여,1,0,0,0,0,0
옥스포더,1,0,0,0,0,0
분자Boonza,1,0,0,0,0,0
Heart Percent,1,1,1,0,0,0
레브킷,1,0,0,0,0,0
girls_recipe_,1,0,0,0,0,0
Kynda,1,0,0,0,0,0
Nobrand.official,1,0,0,1,0,0
시크릿에이지,1,0,0,0,0,0
Geekom.kr,1,0,0,0,0,0
itsnargissa,1,0,0,0,0,0
아티드 ATD,1,0,0,0,1,0
핵꿀템 소개,1,0,0,0,0,0
최신리뷰모음,1,0,0,0,0,0
아리뷔에,1,0,0,0,0,0
Kimchecky,1,0,0,0,0,0
Vands Hair Clinic,1,0,0,0,0,0
JH the Moment,1,0,0,0,0,0
AURIN,1,0,1,0,0,0
페이스리퍼블릭,1,0,0,0,0,0
Eyemua,1,0,0,0,0,0
힐이즈,1,0,0,0,0,0
이끌림라운지,1,0,0,0,0,0
Celladew,1,0,0,0,0,0
Resinikaa-2,1,0,0,0,0,0
THOME Global,1,0,0,1,0,0
Meunder - 미언더,1,0,0,0,1,0
soène 소엔,1,0,0,0,0,0
에어베리,1,1,1,0,0,0
Florescer Holística,1,0,0,0,0,0
JAVIN DE SEOUL,1,0,0,1,0,0
Rockfish Weatherwear,1,1,1,0,0,0
1507_benefitlounge,1,0,0,0,0,0
Kotona.at.home,1,0,0,0,0,0
무드샵,1,0,0,0,0,0
제주할망밥상,1,0,0,0,0,0
Bread Barbershop 브레드 이발소,1,0,0,0,0,0
SleepWelly,1,0,0,0,0,0
케이부스터,1,1,1,0,0,0
Dimer,1,0,0,0,0,0
EIRUA 에이루아,1,0,0,0,0,0
Video korea,1,0,0,0,0,0
sheen_seoul.ss,1,0,0,0,0,0
브리티시엠,1,1,1,0,0,0
Salm Clinic,1,0,0,0,0,0
복호두,1,0,0,0,0,0
Kernel360,1,0,0,0,0,0
suti_korea,1,0,0,0,0,0
백조씽크,1,0,0,0,0,0
피클플러스 PicklePlus,1,0,0,0,1,0
PEOZ Guitar,1,0,0,0,0,0
렌버블 Lenvable,1,0,0,0,0,0
4233mind,1,1,1,0,0,0
Objet by Kundal,1,0,0,0,1,0
flow.jeans,1,0,0,0,0,0
부산집집,1,0,0,0,0,0
니들리,1,1,1,0,0,0
Lattecream,1,0,0,0,0,0
Sim's Perfume,1,0,0,0,0,0
잡다하게알려주는신상꿀팁,1,0,0,0,0,0
minapark.kr,1,0,0,0,0,0
MouMou.Official,1,0,0,0,0,0
Đẹp quuá,1,0,0,0,0,0
이마트24,1,1,1,0,0,0
영화의전당,1,0,0,0,0,0
에브리원스 ,1,0,0,0,0,0
디커빈,1,0,0,0,0,0
인룩이벤트,1,0,0,0,0,0
"간호학과, 간호사 대나무숲",1,0,0,0,0,0
SkinCeuticals,1,0,0,1,0,0
iSharing Soft,1,0,0,0,0,0
Eseny,1,0,0,0,0,0
Carpuride,1,0,0,0,0,0
노티플라이,1,0,0,0,0,0
heynathan___,1,0,0,0,0,0
마롯,1,0,0,0,0,0
tina_english_speaking,1,0,0,0,0,0
Emma Mattress - 엠마 매트리스,1,0,0,0,1,0
교육필라테스,1,0,0,0,0,0
굿룩,1,0,0,0,0,0
K.LYNN 케이린,1,0,0,0,0,0
아모레 카운셀러,1,0,0,0,0,0
캠핏캠그,1,0,0,0,0,0
장사는 건물주다,1,0,0,0,0,0
عشاءع,1,0,0,0,0,0
Nesh 네쉬,1,0,0,0,1,0
ggung_y,1,0,0,0,0,0
트루타월 성수,1,0,0,0,0,0
크레마클럽,1,0,0,0,0,0
peer.club,1,0,0,0,0,0
Portré,1,0,0,0,0,1
디오프 - DEOFF,1,0,0,0,0,0
아파트멘터리 Apartmentary,1,0,0,0,1,0
하이산 Heisan,1,0,0,0,0,0
인싸이트 심리검사연구소,1,0,0,0,0,0
Dohaus,1,0,0,0,0,0
캘릭스,1,0,0,0,0,0
Wkndrs_official,1,0,0,0,0,0
movieland.archive,1,0,0,0,0,0
Pollo AI Video,1,0,0,0,0,0
Aida cosmetic,1,0,0,0,0,0
PNCOMMA,1,0,0,0,0,0
Moderato HENRI,1,0,0,0,0,0
만권당,1,0,0,0,0,0
DA EFFECT,1,0,1,0,0,0
Leterie,1,0,0,0,0,0
일색더_日色添,1,0,0,0,0,0
세레미 공식몰,1,0,0,1,0,0
한성기업(주) since1963,1,0,0,0,0,0
yuna_hi_eng,1,0,0,0,0,0
페노비스 Pnovis,1,0,0,0,0,0
블랑블랙,1,0,0,0,0,0
eastserviceshop.Page,1,0,0,0,1,0
Noblecollectionkorea,1,0,0,0,0,0
go_kingduck,1,0,0,0,0,0
rihgaguam.korea,1,0,0,0,0,0
제작자,1,0,0,0,0,0
셀로딘-celodin,1,0,0,0,1,0
리뷰,1,0,0,0,0,0
윤선생,1,1,1,0,0,0
E4A Nuttirtion,1,0,0,0,0,0
오프린트미,1,1,1,0,0,0
혼다코리아,1,1,1,0,0,0
sisoon,1,0,0,0,0,0
케끄,1,0,0,0,0,0
세라젬,1,1,1,0,0,0
모먼트어스,1,0,0,0,0,0
tonka25.1,1,0,0,0,0,0
AediV,1,0,0,0,0,0
웅진 스마트올,1,0,0,0,1,0
BEUT,1,0,0,0,0,0
오텍캐리어,1,0,0,0,0,0
cap_ahnmerica,1,0,0,0,0,0
YUZY - 유지,1,0,0,0,0,0
academy_page,1,0,0,0,0,0
