branded_page_name,count,exact_match,exact_match_ci,r1_decor,r2_segment,r3_homoglyph
Wink - Video Enhancing Tool,4,0,0,0,1,0
uremind.official,4,0,0,0,0,0
Yellow tail - KR,4,0,0,0,0,0
Myprotein,4,1,1,0,0,0
윌라,4,1,1,0,0,0
29',4,1,1,0,0,0
PRIZM,4,1,1,0,0,0
Ingan.ai,4,0,0,0,0,0
피부고민타파,4,0,0,0,0,0
Helinoxwear,4,0,0,0,0,0
dypro2025,4,0,0,0,0,0
데일리컴퍼니,4,0,0,0,0,0
Silky Hug,4,0,0,0,0,0
Catalogfashion,4,0,0,0,0,0
darak.party,4,0,0,0,0,0
"퀄리티즘, TZM",4,0,0,0,0,0
shape.our,4,0,0,0,0,0
월드비전 World Vision Korea,4,0,0,0,1,0
KCP POS+,4,0,0,0,0,0
아카라치,4,0,0,0,0,0
포들,4,1,1,0,0,0
SNOW,4,0,0,0,0,0
뷰니스 Beauness,4,0,0,0,0,0
TFIT,4,0,1,0,0,0
주식회사 에이펙스,4,0,0,0,0,0
파이브바이브,4,1,1,0,0,0
Xiaoyingviva,4,0,0,0,0,0
요즘 다이어트 트렌드,4,0,0,0,0,0
메디솝,4,1,1,0,0,0
Shertz_Korea,4,0,0,0,0,0
"일상의 특별함, 코코슈",4,0,0,0,0,0
Ooznary.,4,0,0,0,0,0
smokinghotvirgin,4,0,0,0,0,0
Lakanto Korea,4,0,0,0,0,0
헬로우봇,4,1,1,0,0,0
MUJI Korea,4,0,1,0,0,0
스마이즈,4,1,1,0,0,0
플뤼에 PLUIE KOREA,4,0,0,0,0,0
Renfit 리앤핏,4,0,0,0,1,0
HDEX,4,1,1,0,0,0
Guessunderwear.kr,4,0,0,0,0,0
룸페커 (www.roompacker.co.kr),4,0,0,0,0,0
아르케,4,0,0,0,0,0
멍냥닥터,4,0,0,0,0,0
트래블기어,4,1,1,0,0,0
sangwookx_,4,0,0,0,0,0
Fillimilli,4,1,1,0,0,0
포포라보 - Pawpaw LABO,4,0,0,0,1,0
누보펫,4,0,0,0,0,0
이아이오,4,1,1,0,0,0
Trip To Japan,4,0,0,0,0,0
Nim Video,4,0,0,0,0,0
드샤르에 - De Chareh,4,0,0,0,0,0
KKRuM,4,0,0,0,0,0
AI Catch Video APP,4,0,0,0,1,0
앤허니 &honey,4,0,0,0,1,0
엘리하이 키즈,4,0,0,1,0,0
fitson___official,4,0,0,0,0,0
라운테스 - Lountess,4,0,0,0,1,0
낫포유 NOT4U,4,0,0,0,1,0
위글리,3,0,0,0,0,0
Loop,3,0,0,0,0,0
BIODERMA,3,0,1,0,0,0
Voltium,3,0,1,0,0,0
슬립앤슬립,3,1,1,0,0,0
시초,3,1,1,0,0,0
로얄오크 프리미엄 하이볼,3,0,0,0,0,0
Mihak,3,0,1,0,0,0
Ayunche 아윤채,3,0,0,0,1,0
recruit.bdai,3,0,0,0,0,0
sunnicorn_life,3,0,0,0,1,0
Coiris,3,0,1,0,0,0
Dwmall_official,3,0,0,0,0,0
ANF KOREA,3,0,0,1,0,0
BETTERS Official 베럴즈,3,0,0,0,0,0
BeautyCam,3,0,1,0,0,0
3040을 위한 뷰티꿀팁,3,0,0,0,0,0
라이즐,3,0,0,0,0,0
Idea2Posts,3,0,0,0,0,0
맥스클리닉,3,1,1,0,0,0
Kupido_movingwear,3,0,0,0,0,0
플라이코지 Plycozy,3,0,0,0,1,0
포뷰트-두피타투,3,0,0,0,1,0
BRKA 브르카,3,0,0,0,0,0
고몽드,3,1,1,0,0,0
드롭드롭드롭 dropdropdrop,3,0,0,0,0,0
로맨틱무브 본점 - 홍대점,3,0,0,0,1,0
OFFLO,3,0,0,0,0,0
Muzigae Mansion,3,1,1,0,0,0
Travelodge Hotels Asia,3,0,0,0,0,0
Nukhan - 뉴칸,3,0,0,0,1,0
FigureLabs,3,0,0,0,0,0
발목 연구소,3,0,0,0,0,0
이너마음,3,0,0,0,0,0
Nubare,3,0,0,0,0,0
세모점: 세상 모든 점집,3,0,0,0,0,0
뷰티마이스킨,3,0,0,0,0,0
MOZI,3,1,1,0,0,0
비상교육 온리원 키즈,3,0,0,0,1,0
피부과 뷰티,3,0,0,0,0,0
Snaps,3,0,0,0,0,0
wedding21_mag,3,0,0,0,0,0
Morus Korea,3,0,0,0,0,0
Nongshimtaekyung,3,0,0,0,0,0
동화 디자인보드,3,0,0,0,0,0
랭크 - RANK,3,0,0,0,0,0
그린로댕,3,0,0,0,0,0
닥터하우쉬카,3,1,1,0,0,0
Viabélloofficiᶏl,3,0,0,0,0,0
빌리프(belif),3,0,0,0,1,0
건강 센터,3,0,0,0,0,0
KOOM Festival,3,0,0,0,0,0
패션풀,3,0,0,0,0,0
cereshome_official,3,0,0,0,0,0
Moroccanoil,3,1,1,0,0,0
에이치덱스 피플,3,0,0,0,1,0
Denps - 덴프스,3,0,0,0,1,0
엣드맹 - 그리고et 내일demain,3,0,0,0,0,0
CARIN 카린,3,0,0,0,1,0
papcultures_,3,0,0,0,0,0
세븐펫,3,0,0,0,0,0
모던하우스,3,1,1,0,0,0
전국 부동산 알려주는 주비서,3,0,0,0,0,0
Kcnr.korea,3,0,0,0,0,0
Ricórso,3,0,0,0,0,0
폼글 foamgle,3,0,0,0,1,0
번개장터 - Bunjang,3,0,0,0,1,0
삼원각,3,0,0,0,0,0
반려공감 닥터바이,3,0,0,0,1,0
아큐탬즈,3,0,0,0,0,0
seoro_mamma,3,0,0,0,0,0
뮬라웨어,3,1,1,0,0,0
핏펫,3,1,1,0,0,0
Aldicom,3,0,0,0,0,0
옆커폰,3,1,1,0,0,0
리 어퍼스트로피,3,0,0,0,0,0
Grand Josun Jeju - 그랜드 조선 제주,3,0,0,0,0,0
Postes,3,0,0,0,0,0
株式会社pdc,3,0,0,0,0,0
equal_magazine,3,0,0,0,0,0
seonny_snpe,3,0,0,0,1,0
오늘어터,3,0,0,0,0,0
Leejeongchul,3,0,0,0,0,0
플로나,3,1,1,0,0,0
라이프스탠다드,3,1,1,0,0,0
Bloomtide.official,3,0,0,1,0,0
EGA 에가,3,0,0,0,1,0
SPAO 스파오,3,0,0,0,1,0
Filakids_official,3,0,0,1,0,0
베스트미,3,0,0,0,0,0
휴플러스,3,1,1,0,0,0
로그인 포레스트 Login Forest,3,0,0,0,1,0
비피오 BIFIO,3,0,0,0,0,0
허프퍼프 huffpuff,3,0,0,0,0,0
presolar_official,3,0,0,0,0,0
vision__paul,3,0,0,0,0,0
Giveaways.com,3,0,0,0,0,0
밀리의서재,3,0,0,1,0,0
메아리셋,3,0,0,0,0,0
Foreun,3,0,0,0,0,0
WondershareKorea ,3,0,0,1,0,0
Denlife 덴라이프,3,0,0,0,0,0
오늘31 KOREA,3,0,0,0,0,0
드웰러,3,0,0,0,0,0
아베끄몽,3,1,1,0,0,0
Percendi,3,1,1,0,0,0
Electrolux,3,0,0,0,0,0
음양관,3,0,0,0,0,0
비헬씨어,3,0,0,0,0,0
한국백혈병어린이재단,3,0,0,0,0,0
KANEI TEI,3,0,0,1,0,0
더베네푸드,3,1,1,0,0,0
강촌레일파크,3,0,0,0,0,0
Bezt,3,0,0,0,0,0
페어홈,3,0,0,0,0,0
흐름출판,3,0,0,0,0,0
한국컴패션,3,0,0,0,0,0
Le Paludier de Guérande Korea,3,0,0,0,0,0
Cleardea,3,0,1,0,0,0
atelier.faye.perfume,3,0,0,0,0,0
탄산오름,3,0,0,0,0,0
케어웰,3,1,1,0,0,0
아이스트 - I.st cosmetics,3,0,0,0,1,0
라인트 Liint,3,0,0,0,0,0
리안 유모차,3,0,0,0,1,0
Cheersfitlab,3,0,0,0,0,0
반려다움,3,0,0,0,0,0
ESSA - 에싸 소파,3,0,0,0,1,0
"핏에이블, Fitable",3,0,0,0,0,0
편안함의 끝판왕 모그라미,3,0,0,0,1,0
리상회,3,0,0,0,0,0
비거너리,3,1,1,0,0,0
SNP,3,0,1,0,0,0
매스티나 mastina,3,0,0,0,1,0
헌치 HUNCH,3,0,0,0,1,0
루니엘,3,1,1,0,0,0
REVIONrx,3,0,0,0,0,0
9thmarket,3,0,0,0,0,0
Yourvet,3,0,0,0,0,0
Oriena,3,0,0,0,0,0
그라운드플랜,3,1,1,0,0,0
Rejuvenilofficial,3,0,0,0,0,0
히어리-Heeari,3,0,0,0,1,0
ETS토플,3,0,0,0,0,0
breezm,3,0,0,0,0,0
비긴즈,3,0,0,0,0,0
오리고 ORIGO,3,0,0,0,0,0
이오시카,3,1,1,0,0,0
Femmue,3,0,1,0,0,0
정원e샵,3,0,0,0,0,0
아론샵,3,0,0,0,0,0
Speak,3,1,1,0,0,0
아르떼뮤지엄 Arte Museum,3,0,0,0,1,0
MasterPRO Korea,3,0,0,0,0,0
"모두의요금제, 모요",3,0,0,0,1,0
Mend Clinic,3,0,0,0,0,0
퓨어라벨,3,1,1,0,0,0
Solutions for Our Climate - 기후솔루션,3,0,0,0,1,0
Otod,3,0,0,0,0,0
오래오랩 - OraeoLab,3,0,0,0,0,0
Easydew,3,1,1,0,0,0
Satechi_Kr,3,0,0,1,0,0
용감이네집,3,0,0,0,0,0
87MM,3,0,1,0,0,0
ADAUL / 어다울,3,0,0,0,1,0
JENNIFEROOM,3,1,1,0,0,0
Saint James Korea,3,0,0,1,0,0
Flinky,3,0,0,0,0,0
미지로,3,0,0,0,0,0
Dyson,3,0,1,0,0,0
선곡의 달인 - 추천음악,3,0,0,0,0,0
Tipsy Chat,3,0,0,0,0,0
마이클 - 대한민국 1등 차량관리앱,3,0,0,0,1,0
디멘트,3,0,0,0,0,0
Merrymother,3,0,0,0,0,0
alex.jonasse,3,0,0,0,0,0
TOEFL,3,0,0,0,0,0
Everydaze_korea,3,0,0,0,0,0
지갑을열게한것들,3,0,0,0,0,0
델타허브 코리아,3,0,0,0,0,0
Peteto,3,0,0,0,0,0
프라임 커리어 - Prime Career,3,0,0,0,0,0
5d5bag,3,0,0,0,0,0
كوب قهوة,3,0,0,0,0,0
두위씨 dowesee,3,0,0,0,0,0
밥스누 - Bobsnu Yakkong,3,0,0,0,0,0
머니루트,3,0,0,0,0,0
Breezfy,3,0,0,0,0,0
Slowlolliofficial,3,0,0,0,0,0
갠소,3,0,0,0,0,0
에코팩토리,3,0,0,0,0,0
Allrightgreen,3,1,1,0,0,0
꿀팁,3,0,0,0,0,0
민트영어 - Mint English,3,0,0,0,1,0
으라차차활력업,3,0,0,0,0,0
PIBU PIBU KOREA,3,0,0,0,0,0
닥터오라클,3,1,1,0,0,0
나만알고싶은템,3,0,0,0,0,0
klipsch_kr_official,3,0,0,1,0,0
Honeyplant,3,0,0,0,0,0
파이브앤플러스,3,0,0,0,0,0
Aromatica,3,1,1,0,0,0
퍼스트클래스 - 하이엔드의 만남보장 매칭,3,0,0,0,0,0
Mfrenz,3,0,0,0,0,0
랑느,3,0,0,0,0,0
쫑부인,3,0,0,0,0,0
비오비투어,3,0,0,0,0,0
MMTG 문명특급,3,0,0,0,0,0
On Brix,3,0,0,0,0,0
Think Way,3,0,0,1,0,0
굿웨어몰,3,1,1,0,0,0
해피테일즈,3,0,0,0,0,0
Celare,3,0,0,0,0,0
룩플 Lookple,3,0,0,0,0,0
리딩게이트,3,1,1,0,0,0
소녀레시피(Girl's recipe),3,0,0,0,0,0
검은머리꿀팁,3,0,0,0,0,0
Careermizing,3,0,0,0,0,0
사이즈오브,3,0,0,1,0,0
Baby Boom,3,0,0,0,0,0
컴포지션 스튜디오,3,1,1,0,0,0
Beauty korea,3,0,0,0,0,0
새벽달,3,0,0,0,0,0
빅유니온,3,0,0,0,0,0
dearbyme_official,3,0,0,0,0,0
והב אותך,3,0,0,0,0,0
Biohancer,3,0,0,0,0,0
레브슈즈,3,0,0,0,0,0
SFE Admin,3,0,0,0,0,0
리보핏,3,0,0,0,0,0
Ploop brand,3,0,0,0,0,0
루미오라,3,0,0,0,0,0
집품 - 집에 대한 모든 정보,3,0,0,0,1,0
"부동산 단기임대 1위, 33m2-삼삼엠투",3,0,0,0,1,0
AOU 에이오유,3,0,0,0,1,0
힐스파,3,0,0,0,0,0
PicklePlus,3,0,0,0,0,0
인스타광고,3,0,0,0,0,0
Factory Normal - 팩토리 노멀,3,0,0,0,0,0
Lucier.korea,3,0,0,0,0,0
Hartypet,3,0,0,0,0,0
퀸즈 하우스,3,0,0,0,0,0
이슬로 Seedbee,3,0,0,0,1,0
CJ 라이브쇼,3,0,0,0,0,0
솝24,3,0,0,0,0,0
무신사 스탠다드 홈,3,0,0,0,1,0
ChatGPT,3,1,1,0,0,0
피지컬가먼츠,3,0,0,0,0,0
james_real_english,3,0,0,0,0,0
A'pieu 어퓨,3,0,0,0,1,0
아프리모 Afrimo,3,0,0,0,1,0
리얼리뷰 모음집,3,0,0,0,0,0
TISLO,3,0,1,0,0,0
rollz_kr,3,0,0,0,0,0
EPIK,3,0,0,0,0,0
Geekta_official,3,0,0,0,0,0
월터워커 시다스,3,0,0,1,0,0
Bomnal&,3,0,0,0,0,0
나일로라,3,1,1,0,0,0
Charde.official,3,0,0,1,0,0
모공 없애고 싶은 사람들,3,0,0,0,0,0
Almost blue,3,0,0,0,0,0
Fruittella Korea,3,0,0,0,0,0
Lacostena Korea,3,0,0,0,0,0
Roro11,3,0,0,0,0,0
Tonymoly,3,1,1,0,0,0
Amazing Victoria Gangnam,3,0,0,0,0,0
한국후지필름,3,1,1,0,0,0
PADA Ishigakijima,3,0,0,0,0,0
Alavague 아라바그 ,3,0,0,0,1,0
VPROVE - 비프루브,3,0,0,0,1,0
Kamee,3,1,1,0,0,0
화이트샌즈,3,0,0,1,0,0
Beanpole,3,0,0,1,0,0
아이사랑,3,0,0,0,0,0
Dr.ogiderm.official,3,0,0,0,0,0
유밀,3,0,0,0,0,0
세라픽,3,0,0,0,0,0
Citybreeze 시티브리즈,3,0,0,0,1,0
MZ들의 다이어트,3,0,0,0,0,0
낮은코를오또카니,3,0,0,0,0,0
에이카랩스,3,1,1,0,0,0
육아상식 아토오겔,3,0,0,0,1,0
kangheecho KPGA,3,0,0,0,0,0
yournus_official,3,0,0,0,0,0
페넬로페,3,0,0,0,0,0
Camvil,3,1,1,0,0,0
오르노이 ORNOI,3,0,0,0,0,0
인생추천템,3,0,0,0,0,0
여우들의 비밀정보,3,0,0,0,0,0
네츄레메디,3,0,0,0,0,0
"가봤어, 태안?",3,0,0,0,0,0
낫띵베럴,3,1,1,0,0,0
seamonster_baby,3,0,0,0,1,0
베이비스탠다드,3,0,0,0,0,0
DK 온라인스토어,3,0,0,0,0,0
베트남피크타임,3,0,0,0,0,0
88tiger,3,0,0,0,0,0
빌라르 VILAR,3,0,0,0,0,0
시원스쿨 독일어,3,0,0,0,1,0
Kindstep,3,0,1,0,0,0
차란,3,1,1,0,0,0
띵들리,3,0,0,0,0,0
WHO LOVES ART,3,0,0,1,0,0
BRAYE 브레이,3,0,0,0,1,0
BAUM,3,0,0,0,0,0
안다르,3,1,1,0,0,0
정미소,3,0,0,0,0,0
나만알고싶은아이템,3,0,0,0,0,0
Huggly,3,0,0,0,0,0
한솥,3,0,0,0,0,0
아닐로 - ANILLO,3,0,0,0,1,0
청담우리몰,3,0,0,0,0,0
라인교정센터,3,0,0,0,0,0
스킨케어꿀팁,2,0,0,0,0,0
tmoney_mobility,2,0,0,0,1,0
세레스홈 event,2,0,0,0,0,0
인테리어 꿀템 추전,2,0,0,0,0,0
"멜킨스포츠, Melkin Sports",2,0,0,0,1,0
유잼유니버스,2,0,0,0,0,0
김단단,2,1,1,0,0,0
이즈칸,2,0,0,0,0,0
Dr.felis,2,0,0,0,0,0
보배마을,2,0,0,0,0,0
무작정 따라하기 - 길벗이지톡,2,0,0,0,0,0
개수대연구소 디자인,2,0,0,0,0,0
데니스홈홈,2,0,0,0,0,0
페노비스 Penovis,2,0,0,0,0,0
Ames Worldwide,2,0,0,0,0,0
필라테스 린 대곡점,2,0,0,0,0,0
비비앙 Bibiang,2,0,0,0,0,0
Tic Tac Tiles Korea,2,0,0,0,0,0
If_a_day,2,0,0,0,0,0
쥬비스,2,1,1,0,0,0
nyunyu.giftshop,2,0,0,0,1,0
애경산업 aekyung,2,0,0,0,1,0
Itzon잇존,2,0,0,0,0,0
건강정보채널,2,0,0,0,0,0
Akiwaii,2,0,0,0,0,0
텀스-Tums,2,0,0,0,1,0
고이장례연구소,2,0,0,0,0,0
T1 League of Legends / T1 리그오브레전드,2,0,0,0,0,0
서울에서 뭐 하지?,2,0,0,0,0,0
베이비페어,2,0,0,0,0,0
인천을 즐겨라,2,0,0,0,0,0
Nuebetter뉴베러,2,0,0,0,0,0
팔도 (Paldo),2,0,0,0,1,0
큐원 알룰로스,2,0,0,0,1,0
맛잘알다이어터,2,0,0,0,0,0
hobini99,2,0,0,0,0,0
데이트in서울,2,0,0,0,0,0
견생템 저장소,2,0,0,0,0,0
바이오뉴트리온,2,1,1,0,0,0
라라스테이션,2,0,0,0,0,0
대구 국제 주류&칵테일 쇼,2,0,0,0,0,0
아이키랩,2,0,0,0,0,0
닥터신-건강연구소,2,0,0,0,1,0
Manus AI,2,1,1,0,0,0
코에르,2,1,1,0,0,0
KeeZee.official ,2,0,0,0,0,0
kokumsook,2,0,0,0,0,0
Patima group,2,0,0,0,0,0
길벗스쿨 아이,2,0,0,0,0,0
알쓸건강,2,0,0,0,0,0
리코하우스 licohouse,2,0,0,0,0,0
KT폰교체센터,2,0,0,0,0,0
자누아 매트리스,2,0,0,0,0,0
INIINI.global,2,0,0,0,0,0
Dspero,2,0,0,0,0,0
정리습관,2,1,1,0,0,0
Outin Portable Electric Espresso Machine,2,0,0,0,1,0
포그닝,2,0,0,0,0,0
MAISON246,2,0,0,0,0,0
샤틴 SATIN,2,0,0,0,1,0
joocyee_kr,2,0,0,0,0,0
4kpop,2,0,0,0,0,0
노에트 nauet ,2,0,0,0,0,0
forme_rr1,2,0,0,0,0,0
Shop korea,2,0,0,0,0,0
Kanying-VA,2,0,0,0,0,0
Queen.never.gomin,2,0,0,0,0,0
페어플레이,2,0,0,0,0,0
Arédaoofficial,2,0,0,0,0,0
큐월드 - Qworld,2,0,0,0,1,0
NEST of Canada-네스트오브캐나다,2,0,0,0,0,0
돈버는영어,2,0,0,0,0,0
네이처빌,2,0,0,0,0,0
이옌,2,0,0,0,0,0
펫팅,2,0,0,0,0,0
포노 부오노,2,0,0,0,0,0
마지시모 Majisimo,2,0,0,0,0,0
닥터빼,2,0,0,0,0,0
이서정,2,0,0,0,0,0
잘밤,2,0,0,0,0,0
일리윤 - illiyoon,2,0,0,0,1,0
Aperire 아페리레,2,0,0,0,1,0
운세저장소,2,0,0,0,0,0
니드인,2,1,1,0,0,0
kizik korea,2,0,0,0,0,0
뷰티셀럽,2,0,0,0,0,0
AIGLE KR,2,0,0,1,0,0
Magikan,2,0,0,0,0,0
1507 Benefit Lounge,2,0,0,0,1,0
블리블리 VELY VELY,2,0,0,0,1,0
메이크업 아티스트 브러쉬 Studio17,2,0,0,0,1,0
팁텔러,2,0,0,0,0,0
딜팩토리,2,1,1,0,0,0
민아름,2,0,0,0,0,0
lovee_sson,2,0,0,0,0,0
slow afternoon,2,0,0,0,0,0
siso.nail.lash,2,0,0,0,0,0
이너생각,2,0,0,0,0,0
딜리얼 Deliel,2,0,0,0,0,0
MuscleKorea,2,0,0,0,0,0
INKO 잉코,2,0,0,0,0,0
Sandric - 샌드릭,2,0,0,0,0,0
comport.neverstop,2,0,0,0,0,0
블루존,2,1,1,0,0,0
illigo.129,2,0,0,0,1,0
오어스 Oearth,2,0,0,0,0,0
이건사야돼,2,0,0,0,0,0
Yibi,2,0,0,0,0,0
인베이더스쿨,2,0,0,0,0,0
TikTok Lite Korea,2,0,0,0,1,0
Zengenetics,2,0,0,0,0,0
Renneny,2,0,0,0,0,0
Eind,2,0,0,0,0,0
Curlyshyll,2,0,1,0,0,0
Akitz_pro,2,0,0,0,0,0
아틀리에 933',2,0,0,0,0,0
내돈내산꿀템,2,0,0,0,0,0
브리든 Breeden,2,0,0,0,0,0
recellby.1,2,0,0,0,0,0
Biodrone,2,0,0,0,0,0
오필리,2,1,1,0,0,0
스무아디 sumuadi,2,0,0,0,0,0
뉴트로지나,2,1,1,0,0,0
데일리 뷰티 꿀팁,2,0,0,0,0,0
리베르,2,1,1,0,0,0
솔닥,2,0,0,0,0,0
"Re,move",2,1,1,0,0,0
26초 : 초고속 단어 암기 앱,2,0,0,0,0,0
로켓츠 아이스하키,2,0,0,0,0,0
QRANG 큐랑,2,0,0,0,0,0
모이몰른,2,1,1,0,0,0
AI Catch: AI Video Generator,2,0,0,0,1,0
드로우핏 우먼,2,0,0,1,0,0
쿠첸,2,1,1,0,0,0
HunterKorea,2,0,0,1,0,0
Axon.AI,2,0,0,0,0,0
Wiredcompany,2,0,0,0,0,0
네네린도,2,0,0,0,0,0
dueundl,2,0,0,0,0,0
윙블링,2,1,1,0,0,0
Fairliar,2,0,0,0,0,0
헤이미쉬홈,2,0,0,0,0,0
구온 GUON,2,0,0,0,0,0
혀니,2,0,0,0,0,0
캘리쌤 영어 ,2,0,0,0,0,0
tegamisha_korea,2,0,0,0,0,0
Anaforyou.kr,2,0,0,0,0,0
소스링크 Saucelink,2,0,0,0,0,0
한국도로교통공단,2,0,0,0,0,0
마이오헤어,2,0,0,0,0,0
"지우개패드, 셀리맥스",2,0,0,0,1,0
Milktouch,2,0,0,1,0,0
Roem로엠,2,0,0,0,0,0
리세스랩,2,0,0,0,0,0
Joo Hee Jeon,2,0,0,0,0,0
Nominical,2,0,0,0,0,0
박카스,2,1,1,0,0,0
Doddl Korea,2,0,0,0,0,0
하루반,2,0,0,0,0,0
큐쓰qss,2,0,0,0,0,0
닥터슈라클,2,1,1,0,0,0
미라클,2,0,0,0,0,0
URBANDTYPE (어반디타입),2,0,0,0,1,0
Coralique,2,0,0,0,0,0
푸디버디 FoodyBuddy,2,0,0,0,1,0
Grand Josun Busan - 그랜드 조선 부산,2,0,0,0,0,0
트립톡,2,0,0,0,0,0
Lediffer,2,1,1,0,0,0
5_hany,2,0,0,0,0,0
소소집,2,0,0,0,0,0
Finj,2,0,0,0,0,0
슬로우오션,2,0,0,0,0,0
원티드 wanted,2,0,0,0,1,0
보탬고주파,2,0,0,0,0,0
Cuktech Asia ,2,0,0,0,1,0
지학사 엄빠공감,2,0,0,0,0,0
동원F&B,2,1,1,0,0,0
BEOKA.korea,2,0,0,0,0,0
듀얼소닉,2,1,1,0,0,0
adeva,2,0,0,0,0,0
The Amall,2,0,0,0,0,0
라끄본 Lacbon,2,0,0,0,0,0
N.PRIME 엔프라임,2,0,0,0,0,0
begin202,2,0,1,0,0,0
교원그룹,2,0,0,0,0,0
와이드앵글,2,1,1,0,0,0
Cosmodive,2,0,0,0,0,0
위글랜,2,0,0,0,0,0
바른식방,2,0,0,0,0,0
놀로스토어 knollo store,2,0,0,0,1,0
Featuring,2,0,0,0,0,0
멘탈탄탄,2,0,0,0,0,0
도로시와,2,1,1,0,0,0
સ브템찾았어,2,0,0,0,0,0
Vividmontage,2,0,1,0,0,0
Eulji Lewis 을지루이스,2,0,0,0,0,0
Merrymonde,2,0,0,1,0,0
프로텍트어베드,2,0,0,0,0,0
리오프 LIOF,2,0,0,0,1,0
Sundayplanet47,2,0,0,0,0,0
바이애콤,2,1,1,0,0,0
XOX,2,0,0,0,0,0
발머스한의원-강남,2,0,0,0,0,0
DECET,2,0,0,0,0,0
지노키오,2,0,0,0,0,0
Marlenkakorea,2,0,0,1,0,0
Bobbi Brown Cosmetics,2,1,1,0,0,0
휴브론,2,1,1,0,0,0
Serin with,2,0,0,0,0,0
베옹오피셜,2,0,0,0,0,0
Walt Disney Studios,2,0,0,0,1,0
할인 그 루트,2,0,0,0,0,0
Psiquiatria Injetável,2,0,0,0,0,0
12EST,2,0,0,0,0,0
판티오,2,0,0,0,0,0
Lecomme,2,0,0,0,0,0
Galon,2,0,0,0,0,0
미래홍삼_키즈,2,0,0,0,0,0
누오 NUO,2,0,0,0,0,0
Chukha,2,0,0,0,0,0
Saturnbird Coffee KR,2,0,0,1,0,0
베베쥬,2,0,0,0,0,0
잇퓨 it:fu,2,0,0,0,1,0
Equal:ogy,2,0,0,0,0,0
Ou_official,2,0,0,0,0,0
리얼스피킹,2,0,0,0,0,0
Burningit.official,2,0,0,0,0,0
Yomeblog,2,0,0,0,0,0
AIVideo004,2,0,0,0,0,0
리틀도르,2,0,0,0,0,0
유능한 사건파일,2,0,0,0,0,0
오늘의핫플,2,0,0,0,0,0
behey_kids,2,0,0,0,0,0
AIVideo005,2,0,0,0,0,0
current__r,2,0,0,0,0,0
HEVVY,2,0,0,0,0,0
Dίḙṫ sanṫé,2,0,0,0,0,0
JAPAN RAIL CLUB,2,0,0,0,0,0
잉녕,2,0,0,0,0,0
_k_jixxy,2,0,0,0,0,0
레테라,2,1,1,0,0,0
씨에프,2,0,0,0,0,0
벨르랑코,2,1,1,0,0,0
블랙퍼플,2,0,0,0,0,0
jinny_spectrum,2,0,0,0,0,0
에듀플렉스,2,1,1,0,0,0
블랑쉬,2,0,0,0,0,0
Nusense,2,0,0,0,0,0
바이탈쉴드,2,0,0,0,0,0
파라마운트,2,0,0,0,0,0
토스플레이스,2,1,1,0,0,0
BRIZL,2,0,0,0,0,0
cozycozy.com,2,0,0,0,0,0
포라 Phora,2,0,0,0,0,0
토이미소,2,0,0,0,0,0
바노바기코스메틱/banobagicosmetic,2,0,0,0,0,0
HERRSAINE 헤르세인,2,0,0,0,0,0
Maison Repere,2,0,0,0,0,0
오브히 OVHEE,2,0,0,0,1,0
스튜디오몰입,2,0,0,0,0,0
데일리뷰티,2,0,0,0,0,0
PAPER POP,2,0,0,0,0,0
쥬베룩 스킨케어 - Juvelook Skincare,2,0,0,0,1,0
The SAEM 더샘,2,0,0,0,1,0
AI Catch APP : AI Video Generator,2,0,0,0,1,0
肉汁水餃子 餃包 六本木交差点,2,0,0,0,0,0
크리스천데이트,2,0,0,0,0,0
나들이음,2,0,0,0,0,0
rhombuslab,2,0,0,0,0,0
Noise store,2,0,0,0,0,0
DUSTE,2,0,0,0,0,0
큐빅스전자,2,0,0,0,0,0
Passer - 파세르,2,0,0,0,0,0
FRANZ Skincare,2,0,0,0,1,0
치카프렌즈,2,0,0,0,0,0
카페in수원용인,2,0,0,0,0,0
호갱노노,2,0,0,0,0,0
비오엠 B.O.M,2,0,0,0,1,0
통증파괴자,2,0,0,0,0,0
드브르베,2,0,0,0,0,0
Fridayseven,2,0,0,0,0,0
올미오펫,2,1,1,0,0,0
보이스캐디,2,1,1,0,0,0
Boochidany,2,0,0,0,0,0
kikozy,2,0,0,0,0,0
신비한 과자가게,2,0,0,0,0,0
latte_beaver,2,0,0,0,0,0
퓨리나,2,0,0,0,0,0
현명ㅎrヱ 건강ㅎŁ 일バ6,2,0,0,0,0,0
에스터브룩 코리아 - Esterbrook Korea,2,0,0,0,0,0
"클라, CLA 페이지",2,0,0,0,1,0
MERCI ANNE S,2,0,0,0,0,0
어반드,2,0,0,0,0,0
보충제업업,2,0,0,0,0,0
텍사스바베큐캠핑 향남점,2,0,0,0,0,0
닥터리코,2,0,0,0,0,0
moncrosssafety,2,0,0,0,0,0
위위먼데이,2,0,0,0,0,0
Aveeno 아비노,2,0,0,0,1,0
녹기 전에,2,0,0,0,0,0
빌드.biild,2,0,0,0,0,0
Tterian,2,0,0,0,0,0
Summerholic,2,0,0,0,0,0
Monplisse,2,0,0,0,0,0
正確姿勢,2,0,0,0,0,0
디어니스 오피셜,2,0,0,1,0,0
핀사미 코리아,2,0,0,0,0,0
글램핑,2,0,0,0,0,0
알고케어,2,1,1,0,0,0
Cristelkorea,2,0,0,0,0,0
Beautytrend,2,0,0,0,0,0
공부꿀템,2,0,0,0,0,0
