brand_logo_id,brand_name_kr,brand_name_en,related_brands,insta_channel_id
129146,클레브,KLEVV,에센코어,NULL
129147,엠플레이그라운드,"M Playground",NULL,NULL
129148,저스티파이,Justify,NULL,NULL
129149,화신바베큐,NULL,NULL,NULL
129150,이지에프올로지,EGFology,NULL,NULL
129151,오봉집,NULL,NULL,NULL
129152,"서먼헌터 키우기",NULL,NULL,NULL
129154,엘엠알,LMR,NULL,NULL
129155,탱그램팩토리,"TANGRAM FACTORY",NULL,NULL
129156,"코리인제이 아일랜드",NULL,NULL,NULL
129157,화이트스톤코리아,WHITESTONE,NULL,NULL
129158,ASSOS,ASSOS,NULL,NULL
129159,"드래곤 엠파이어","Dragon Empire",NULL,NULL
129160,세이블,SAVLE,NULL,NULL
129161,오주주,OJUJU,NULL,NULL
129465,(G)I-DLE,(G)I-DLE,NULL,NULL
129476,에듀셀파TV,에듀셀파TV,NULL,NULL
129548,이브이인프라,"Ev infra",소프트베리,ev_infra
129549,콰니,KWANI,NULL,NULL
129550,몹엔터테인먼트,"Mob Entertainment",파피플레이타임,NULL
129551,로얄살루트,"Royal Salute Korea",NULL,NULL
129552,리르콤마,NULL,NULL,NULL
129553,코익,NULL,레플레르드랑방,NULL
129554,리드볼트,LEADVAULT,NULL,NULL
129555,핀덴,FINDEN,한솔교육,NULL
129556,다른고기,NULL,NULL,different_meat
129557,퓨어랩스,NULL,모로오렌지,NULL
129558,너드브루어리,NULL,NULL,nerd_brew
129559,펀드링크,Fundrink,NULL,fundrink_korea
129560,바주카캔디,"Bazooka Candy Brands",쥬시드롭,NULL
129561,히어로랜드,"Hero's Land",NULL,NULL
129562,에스엠전자,NULL,NULL,NULL
129563,포레스트,FoRest,NULL,NULL
129564,스마트초이스,NULL,NULL,NULL
129565,"SBS 드라마","SBS Drama",NULL,NULL
129566,파커스,NULL,NULL,NULL
129567,리필드,REFILLED,NULL,NULL
129625,영재컴퓨터,YJMOD,NULL,NULL
129721,나비움,Nabium,NULL,NULL
129741,Lee,Lee,NULL,NULL
129774,어반성형외과,NULL,NULL,NULL
129775,닥터브라운,Drbrown,NULL,NULL
129776,훤우,NULL,NULL,NULL
129777,"JTBC 드라마","JTBC Drama",NULL,NULL
129778,극락,NULL,NULL,NULL
129779,정오의데이트,NoonDate,NULL,NULL
129857,칼앤한스,Karl&Hans,NULL,NULL
129867,"초록우산 제작소","초록우산 제작소",NULL,NULL
129887,릴렉서리,Relaxerly,NULL,NULL
129889,휴럼,Hurum,NULL,NULL
129892,미니학습지,STUDYMINI,NULL,NULL
129896,TG타보,TAVO,트래블러S2,NULL
129897,드렁크엘리펀트,"Drunk Elephant",NULL,NULL
129898,차모아,CHAMOA,NULL,NULL
129899,오넬로이,Oneloi,NULL,NULL
129900,"경기도재활공학서비스 연구지원센터",NULL,NULL,NULL
129901,아쿠아그린텍,AquaGreenTech,"에끌로바 샴푸",NULL
129902,EDGC,EDGC,유리웰,NULL
129903,코코랩,CoCoLab,NULL,NULL
129904,카투라이프,NULL,NULL,NULL
129905,펭귄통신,NULL,NULL,NULL
129906,"스튜디오 디에이치엘",NULL,NULL,NULL
129907,고마이플랜,GoMyPlan,NULL,NULL
129908,송암씨앤씨,NULL,NULL,NULL
129909,축산물품질평가원,NULL,NULL,NULL
129910,스튜디오808,NULL,NULL,NULL
129911,투어마케팅코리아,NULL,"로얄캐리비안,  셀러브리티,  실버시 크루즈",NULL
129912,"세인트나인 골프","Saintnine Golf",NULL,NULL
129913,바이오뉴트리온,NULL,그린프로테이크,NULL
129914,씽크라이크펫,NULL,NULL,NULL
129915,제노스,Genoss,소니큐,NULL
129916,낙원갈비집,NULL,NULL,NULL
129917,소울,XOUL,NULL,NULL
129918,투스티,TOOSTY,NULL,NULL
129919,코지네스트,Cozynest,NULL,NULL
129920,광부맥주,NULL,NULL,NULL
129921,휴닥터,HUEDr,NULL,NULL
129922,샤이니영어,"shiny english",NULL,NULL
129923,힐로빔,HEALOBEAM,NULL,NULL
130416,edm유학센터,NULL,NULL,NULL
130433,"아름다운가게(Beautiful Store)","아름다운가게(Beautiful Store)",NULL,NULL
130499,위드피아노,위드피아노,NULL,NULL
130558,"온라인 동영상 편집기 | 비디오스튜","온라인 동영상 편집기 | 비디오스튜",NULL,NULL
130581,서소문성지역사박물관,NULL,NULL,NULL
130582,미우타임즈,Meowtimes,NULL,meowtimes_official
130583,마운트리버,NULL,NULL,NULL
130584,살롱핸즈,NULL,NULL,NULL
130585,"Yaza Games","Yaza Games",잉크리나티,NULL
130586,"Lecturio Medical",NULL,NULL,NULL
130587,제닉스,XENICS,NULL,NULL
130588,홈니즈,NULL,펫니즈,NULL
130589,K리그,"K LEAGUE",NULL,NULL
130590,파인뷰,NULL,NULL,NULL
130596,뱅크잇,Bankit,NULL,NULL
130597,코젤,Kozel,NULL,NULL
130598,카멕스,Carmex,NULL,NULL
130599,개미식품,Kemyfood,NULL,kemyfood.official
130600,더한주류,Thehan,서울의밤,thehan.kr
130605,남이섬,"Nami Island",NULL,NULL
130607,데일리라이크,NULL,NULL,NULL
130612,얼라인랩,alignlab,NULL,alignlab
130613,뷰앤디,Beaund,NULL,beaund_
130614,셀시어스,Celsius,NULL,NULL
130618,새길병원,NULL,NULL,NULL
130725,감탄계숯불치킨,NULL,NULL,NULL
130726,레뷰,REVU,NULL,NULL
130728,롤링컴포트,Rollingcomfort,NULL,NULL
130736,리서치웨이,Researchway,NULL,NULL
130738,오리지널스포츠,"Original sports",NULL,NULL
130739,시크폭스,Chicfox,NULL,NULL
130741,KANEITEI,KANEITEI,NULL,NULL
130742,울테닉,Ultenic,NULL,NULL
130743,라모랭,RAMOLIN,NULL,ramolin_official
130744,민트리,Mintree,NULL,NULL
130745,바노바기,NULL,NULL,NULL
130746,마음앱,maum,NULL,maum._.official
130750,7번가피자,NULL,NULL,NULL
130751,갯벌의조개,NULL,NULL,NULL
130754,비아지오,VIAGGIO,NULL,NULL
130755,"KB 리브 M","KB Liiv M",NULL,NULL
130784,가스트론,GASTRON,NULL,NULL
130785,라우체,Lauche,NULL,lauche.official
130787,비브,VIIV,NULL,viiv.official_
130788,키스립,NULL,NULL,NULL
130789,라이브박스,Livebox,NULL,liveb_official
130790,오우즈너리,Ooznary,NULL,ooznary.official
130792,케이빌리지,K.village,NULL,kvillage_official
130839,제주베이,NULL,NULL,jejubay.jeju
130840,닥터트웬티프로젝트,"Dr. twentyproject",NULL,NULL
130842,숨37,SUM37,NULL,NULL
130844,슬로우글로우,slowglow,NULL,NULL
130850,엑스미,Xmii,NULL,NULL
130851,공스킨,Gongskin,NULL,gongskin__
130856,캐리박스,Carrybox,NULL,NULL
130857,슬로우캘리,Slowcali,NULL,NULL
130859,올댓뷰티아카데미,NULL,NULL,NULL
130860,장독계,NULL,NULL,jangdokgye_official
130862,북촌손만두,NULL,NULL,bukchon_smd
130868,효자동솥뚜껑,NULL,NULL,NULL
130882,네츄럴라이프,네츄럴라이프,"얼라이브 비타민",NULL
130899,"e편한세상 검단 에코비스타","e편한세상 검단 에코비스타",NULL,NULL
130904,"크레버스 마스터","크레버스 마스터",NULL,NULL
130958,"롤스로이스 모터카 서울",NULL,NULL,NULL
130959,"만화카페 벌툰",NULL,NULL,NULL
130961,카페24,cafe24,NULL,NULL
130962,청록미나리식당,NULL,NULL,NULL
130966,꽃을담다,"KKOKDAM TEA",NULL,NULL
130971,코인홀릭,CoinHolic,NULL,NULL
130975,구주,GOOJOO,NULL,NULL
130976,돌카롱,DOLCARON,NULL,NULL
130977,피자나라치킨공주,NULL,NULL,pncg_official
130979,박가부대&치즈닭갈비,NULL,NULL,NULL
130981,튼튼영어,NULL,NULL,NULL
130983,레드버튼,NULL,NULL,official_redbutton
130984,"유기농홍삼 야미야미",NULL,NULL,NULL
130986,라이프플래닛,NULL,NULL,NULL
130991,휴렉,NULL,NULL,NULL
131072,라이프스탠다드,라이프스탠다드,NULL,NULL
131079,GRBK,GRBK,NULL,NULL
131084,미쁨생활건강,미쁨생활건강,NULL,NULL
131095,영라뉴,YOUNGRANU,NULL,NULL
131096,밀라노리빙,Milanoliving,NULL,NULL
131097,닥터신,NULL,NULL,drshin.official
131098,"바르누이 매트리스",NULL,NULL,NULL
131099,수면밀도,NULL,NULL,sleepmildo_official
131100,리바,Reevaa,NULL,NULL
131103,셀올로지,Cellology,"블루 이레이저 세럼",cellology_official
131356,백소정,NULL,NULL,NULL
131357,엘라비아,NULL,NULL,elabia1927
131358,정성카츠,NULL,NULL,elabia1927
131359,마이프차,NULL,NULL,NULL
131360,한국혁신주택,NULL,NULL,NULL
131363,프린트카페,NULL,NULL,NULL
131366,라에스테,laesthe,NULL,NULL
131367,제줏간,NULL,NULL,jejusgan_official
131368,프리핏,prefit,NULL,NULL
131370,"스컬 앤 본즈","Skull and bones",NULL,skullandbonesgame
131372,글로니,GLOWNY,NULL,beglowny
131373,"에버리치 면세점",everrich,NULL,NULL
131374,허레이,hurray,NULL,NULL
131375,히어하트,"hear heart",NULL,NULL
131376,키첸,kichen,NULL,kichen.official
131377,마케마끼,makemaki,NULL,makemaki.kr
131378,델키,delki,NULL,NULL
131379,톰,THOME,"글레이즈드,  톰더글로우, thome_official",thome_official
131380,생강연구소,NULL,NULL,gingerstory20
131382,심플리카,SIMPLICA,NULL,simplica_korea
131384,오브보,ovvo,NULL,ovvo_korea
131385,금상족발,NULL,NULL,NULL
131387,"도틀왓 제주",NULL,NULL,dotlwat_jeju
131388,지니소프트,Geniesoft,"더스티 더비",NULL
131389,가마꿉,NULL,NULL,NULL
131390,리브펫,NULL,NULL,NULL
131391,일리안,ILIAN,NULL,NULL
131392,어널러코드,anolorcode,NULL,anolorcode
131393,리나린,linareen,NULL,_linareen
131395,F-Lab,F-Lab,NULL,NULL
131397,잇퓨,NULL,NULL,NULL
131532,캐시워크,캐시워크,NULL,NULL
131543,이투스247독학기숙학원,이투스247독학기숙학원,NULL,NULL
131567,"나가사키현 관광연맹",NULL,NULL,nagasakione
131568,웰빙하우스,"Well-being house",NULL,NULL
131569,시즈,SEEZ,NULL,seezofficial
131570,원오디오,OneOdio,NULL,NULL
131571,심플로그,simplog,NULL,simplog_official
131572,루민키,Luminkey,NULL,NULL
131573,"리꼬 베이비","RICO baby",NULL,NULL
131574,3030잉글리시,NULL,NULL,NULL
131577,하모니렌트카,"harmony rentcar",NULL,NULL
131578,청소연구소,NULL,생활연구소,NULL
131582,슬림9,Slim9,NULL,NULL
131583,슬리피노,sleepino,NULL,NULL
131585,나드,NARD,NULL,nard_official_kr
131587,이룸투어,NULL,NULL,NULL
131590,디어랩스,Dearlabs,NULL,dearlabs_official
131594,내일투어,NULL,NULL,NULL
131596,까르마,CALMA,NULL,NULL
131598,소프시스,SOFSYS,NULL,NULL
131601,폰가비,NULL,NULL,NULL
131606,리피어라,NULL,호두나무,NULL
131610,쏘펠,SOPEL,모레카,sopelsolution
131612,시드물,NULL,NULL,NULL
131613,미친스킨,Crazyskin,,NULL
131615,도아드림,Doadream,NULL,NULL
131616,비브아,Vivoir,NULL,vivoir_official
131617,바치고,NULL,NULL,NULL
131618,누보레,NULL,NULL,nubore__official
131619,니토리코리아,NULL,NULL,NULL
131620,족보닷컴,NULL,NULL,NULL
131621,칸투칸,NULL,NULL,NULL
131624,"그라나도 에스파다M",NULL,NULL,NULL
131625,스팬딧,Spendit,NULL,NULL
131626,로흐,Rowh,NULL,rowh_official
131627,셀블룸,Cellbloom,NULL,NULL
131628,"스타시드: 아스니아 트리거",NULL,NULL,NULL
134293,한국디자인진흥원,kidp,,NULL
134347,러브헌터,러브헌터,NULL,NULL
134415,레전더리,레전더리,NULL,NULL
134505,모햇,모햇,NULL,NULL
135369,오다다,odada,,odada.life
135370,"탕후루의 달인",NULL,NULL,NULL
135371,필립비,"PHILIP B",NULL,NULL
135372,에반크리스,"EVAN CHRIS",NULL,NULL
135373,쏘스뮤직,"SOURCE MUSIC",르세라핌,NULL
135374,강릉명일한과,NULL,NULL,NULL
135375,다락랩,Daraklab,NULL,daraklab
135376,우주고래,NULL,NULL,astrowhale_
135736,"리가시 REGACY","리가시 REGACY",NULL,NULL
135760,"부부티하우스 Bubu Teahouse","부부티하우스 Bubu Teahouse",NULL,NULL
135764,"당신의 세상을 지키다, 게이트맨","당신의 세상을 지키다, 게이트맨",NULL,NULL
135765,함소아,함소아,NULL,NULL
135786,MMORPG,MMORPG,NULL,NULL
135796,"X10 엑스텐","X10 엑스텐",NULL,NULL
135812,더루트,NULL,제이앤제이,NULL
135819,오케이금융그룹,OK금융,NULL,NULL
135821,무르,NULL,NULL,mur_official
135825,커리쉴,NULL,NULL,NULL
135826,리즈케이,lizk,NULL,NULL
135828,올버즈,Allbirds,NULL,NULL
135833,도산정육,NULL,NULL,dosan_butchers
135834,짐키친,"Gym Kitchen",NULL,NULL
135835,슈퍼대디,superdaddy,NULL,NULL
135836,벨레다,"weleda korea",NULL,NULL
142601,부자,부자,NULL,NULL
142687,"브리타 코리아","BRITA KOREA",NULL,NULL
142763,"광동 침향환","광동 침향환",NULL,NULL
142889,셀렙샵,"CELEB SHOP",NULL,NULL
142925,사뿐,Sappun,NULL,NULL
142926,렌포,RENPHO,NULL,NULL
142927,문예출판사,NULL,NULL,NULL
142928,유유알,uur,NULL,NULL
142933,에누리,enuri,NULL,NULL
142937,아니모,ANIMO,NULL,NULL
142938,스엔코,"Sky Enterprise Korea",에르고베이비,NULL
142939,더샵,"the sharp",더샵갤러리,NULL
142940,닥터웰메이드원,Dr.Wellmadeone,NULL,NULL
142941,더라운지,"THE LOUNGE",NULL,NULL
142942,힐링데이캠핑카,NULL,NULL,NULL
142943,"한국 국제 낚시 박람회",KOFISH,NULL,NULL
142944,자바코리아,"JAVA Korea",NULL,NULL
142945,뷰오케이,"VIEW OK",NULL,NULL
142946,메이트북스,NULL,NULL,NULL
142947,혼자놀개,NULL,NULL,NULL
142948,경동시장,NULL,NULL,NULL
142949,룰루진,lulugine,NULL,NULL
142950,폴앤조,Paulandjoe,NULL,paulandjoebeaute_kr
142951,해밀펫,HAMILPET,NULL,NULL
142952,런드리유,Laundryou,NULL,NULL
142953,데이올나잇,dayornight,NULL,NULL
142954,테누이,Tenui,NULL,NULL
142956,98도씨,98doci,NULL,NULL
142957,닥터뉴토,Dr.nuto,NULL,NULL
142958,시리어스펫,"cirius pet",NULL,NULL
142959,패피스,fapis,NULL,NULL
142960,그놈포차,NULL,NULL,NULL
142961,생마차,NULL,NULL,NULL
142963,리센트,LISENT,NULL,NULL
142964,올품락,allpoomlock,"팩트 밀폐용기",NULL
142965,빌립푸드,NULL,NULL,NULL
142966,구구족,GUGUJOK,NULL,NULL
142967,정남미명과,NULL,NULL,NULL
142968,임프린투,IMPRINTU,NULL,NULL
142969,닥터바이오,Dr.Bio,NULL,NULL
142970,센틀리에,scentlier,NULL,NULL
142971,바나프레소,banapresso,NULL,NULL
142972,브래그,BraggKorea,NULL,NULL
142974,에이원오토,NULL,NULL,NULL
142977,KS오토플랜,"KS Auto plan",NULL,NULL
143472,스카이스캐너,Skyscanner,NULL,NULL
143483,윙블링,윙블링,,NULL
143502,KT고객센터,KT고객센터,NULL,NULL
143516,롯데관광,"LOTTE TOUR",NULL,NULL
143523,아유아유,아유아유,NULL,NULL
143539,밀키그릭,"Milky Greek",NULL,NULL
143540,아베아,avea,NULL,NULL
143545,도노,Dono,NULL,NULL
143546,프랑떼,NULL,NULL,NULL
143547,버커루,BUCKAROO,NULL,NULL
143548,스톤헨지,Stonehenge,NULL,NULL
144019,비비드몽타주,vividmontage,NULL,NULL
144037,마카몰,"Mindcafe Mall",NULL,NULL
144061,스포틀러,NULL,NULL,NULL
144065,카빌리지,NULL,NULL,NULL
144066,솔티스,Soltice,NULL,NULL
144067,로니엘,NULL,NULL,roniel_official
144068,옥시젠슈티컬스,"OxygenCeuticals Korea",NULL,NULL
144071,엘에스씨,LSC,NULL,NULL
144072,낭만어시장,NULL,NULL,nangman_sea
144691,스마트캔디,"SMART CANDY",NULL,NULL
144702,글램디,GLAM.D,NULL,NULL
144711,어니스트바디,Honestbody,NULL,honestbody_official
145728,슬림퍼,슬림퍼,NULL,NULL
145738,"캣 판타지","캣 판타지",NULL,NULL
145741,"NCT WISH","NCT WISH",NULL,NULL
145904,Outin,Outin,NULL,NULL
145941,이퓨럽,IFULUV,NULL,NULL
145948,"NH 투자 증권","NH 투자 증권",NULL,NULL
145949,샤브20,샤브20,NULL,NULL
145979,세기피앤씨,"세기 P&C",NULL,NULL
146015,퀴즈노스,"QUIZNOS KOREA",NULL,NULL
146016,"MBC 드라마",NULL,NULL,NULL
146017,스콘,NULL,NULL,NULL
146018,우드포리저브,Woodfordreserve,NULL,NULL
146019,세토리얼,Cetorial,NULL,NULL
146023,"박순혁 주식투자전략","박순혁 주식투자전략",NULL,NULL
146027,"퓨라셀 Puraxel","퓨라셀 Puraxel",NULL,NULL
146030,Oris,Oris,NULL,NULL
146051,귀곰,귀곰,NULL,NULL
146093,리퍼연구소,NULL,NULL,NULL
146094,티앤티정보,NULL,NULL,NULL
146095,라비오라,NULL,NULL,NULL
146098,리젠알앤씨,NULL,NULL,NULL
146101,스피드랙,NULL,NULL,NULL
146107,탈잉,NULL,NULL,NULL
146108,U+유모바일,NULL,NULL,NULL
146113,한진관광,NULL,NULL,NULL
146116,참좋은여행,NULL,NULL,NULL
146117,마리엔젤,NULL,NULL,NULL
146118,펫느,NULL,NULL,NULL
146119,동네알바,NULL,NULL,NULL
146120,"경이로운 출판",NULL,NULL,NULL
146121,제이에스티나,jestinacom,NULL,NULL
146158,디다샷,didashot,리디에뜨,NULL
146169,로얄시리즈,NULL,NULL,NULL
146170,청담피자,NULL,NULL,cheongdampizza
146171,비글로어,NULL,NULL,bgloer_official
146173,YBM교육,NULL,NULL,NULL
146174,칸다소바,NULL,NULL,kandasoba_ramen
146175,온6.5,NULL,NULL,on6.5_seoul
146176,몸빼,MOMBBE,NULL,mombbe_
146177,제이앤유리,J&YURI,NULL,jnyuri_official
146178,대선주조,DAESUN,NULL,NULL
146179,에이율,Ayul,NULL,NULL
146180,아르디움,ardium,NULL,NULL
146194,썬키스트,Sunkist,NULL,NULL
146200,진에어,"JIN AIR",NULL,NULL
146201,중국남방항공,NULL,NULL,NULL
146211,일리고,ILLIGO,NULL,illigo.129
146212,바로,VARO,NULL,varomall_
146213,리넥츠,RENACTS,NULL,renacts_official
146214,꼬달리,Caudalie,NULL,NULL
146216,스킨시그널,"SKIN SIGNAL",NULL,NULL
146217,베리디크,VERIDIQUE,NULL,veridique.official
146218,탈리다쿰,"Talitha Koum",NULL,NULL
146219,엘리케이,"Elli K Beauty",NULL,NULL
146220,라포티셀,LAPOTHICELL,NULL,NULL
146221,제드코리아,ZEDKOREA,NULL,NULL
146222,더하르나이,"The Harnay",NULL,NULL
146223,루아페,Luafee,NULL,luafee_official
146224,바디바,vadiva,NULL,vadiva_official
146225,메디안,Median,NULL,NULL
146226,조음민박,joeum,NULL,jeju_joeum
146227,해선생,NULL,NULL,NULL
146228,젠티스트,GENTIST,NULL,gentist.official
146229,메이크온,makeon,NULL,NULL
146230,"에이피 뷰티","AP Beauty",NULL,NULL
146231,필그로우,fillgrow,NULL,NULL
146232,리셋데이즈,"RESET DAYS",NULL,resetdays_official
146233,"더 메이플시럽 팩토리","the maple syrup factory",NULL,the.maple.syrup.factory
146234,스트라이벡틴,StriVectin,NULL,strivectinkorea
146235,팁스헬시,"TIPS HEALTH",NULL,return24_official
146236,레미제이,REMY-J,NULL,remyj_official
146237,이너감,innergam,NULL,NULL
146238,베이비레벨,BABYLEVEL,NULL,0715_babylevel
146239,대패마켙,NULL,NULL,daepemarket_daegu
146240,뷰디아니,BEAUDIANI,NULL,NULL
146241,월광주조,NULL,NULL,NULL
146242,댄싱컵,NULL,NULL,NULL
146243,베베도넛,"Bebe donut",NULL,bebedonutshop
146244,크레페이,crepay,NULL,NULL
146245,타래커피,"TARAE COFFEE",NULL,NULL
146246,유밀가,YUMILKA,NULL,yumilka_official
146247,룩트,Lukt,NULL,NULL
146249,당당걸,dangdanggirl,NULL,NULL
146254,블리블리,"VELY VELY",NULL,NULL
146255,SNPE,SNPE,NULL,snpe_korea
146256,정담건강,NULL,NULL,jdhealth_official
146257,민지콩,mjcong,NULL,minjicong_
146258,풀리,FULLY,NULL,fully___official
146259,메디힐리,Mediheally,NULL,NULL
146261,나우앤댄,now&than,NULL,NULL
146262,휘게,HYGGEE,NULL,NULL
146263,앤아더스토리즈,NULL,NULL,andotherstories
146267,"쿠키런: 마녀의 성","CookieRun: Witch's Castle",NULL,NULL
146268,"클라우망 1981","클라우망 1981",NULL,NULL
146270,오렌지보드,오렌지보드,NULL,NULL
146274,토탈셀러,토탈셀러,NULL,NULL
146285,딥몽,NULL,NULL,NULL
146289,아토앤오투,NULL,NULL,NULL
146290,코오롱제약,kolon_pharma,NULL,NULL
146298,이넬릭서,NULL,NULL,NULL
146300,글림퍼,Grimper,NULL,NULL
146301,카잘,CARZAL,이차어때,NULL
146302,원오브뎀,Oneofthem,NULL,oneofthem__official
146303,애니타임,NULL,NULL,NULL
146304,위틀스토어,Whittlestore,하베브릭스,NULL
146305,캣츠크로우,NULL,NULL,NULL
146306,발뮤다,"BALMUDA Korea",NULL,NULL
146307,비바그라피,NULL,NULL,NULL
146308,인바이트엘,NULL,NULL,NULL
146309,크리오,CLIO,NULL,NULL
146310,"BMW 코오롱 모터스",NULL,NULL,NULL
146311,"마이어 코리아","Meyer Korea",NULL,NULL
146312,컨스트럭션,NULL,NULL,konstruktion_official
146313,2018평창기념재단,NULL,NULL,NULL
146314,찹스틱스,Chopsticks,NULL,NULL
146315,코르딕스,CORDIX,,NULL
146316,발틱,"Baltic Watches",NULL,NULL
146317,"슈나이더 일렉트릭 코리아","Schneider Electric Korea",NULL,NULL
146318,주식회사해농,NULL,NULL,NULL
146319,랑끄,Langgg,NULL,langgg.official
146320,에센인씨,ESSENINCI,NULL,esseninci
146321,슬로우랩,SlowLab,NULL,NULL
146322,JDX,JDX,NULL,NULL
146323,엠유에이치,MUH,NULL,NULL
146324,"에버그린 애프앤비","EVERGREEN F&B",NULL,NULL
146325,스탠즈,stends,NULL,stends_official
146326,네이처드림,NatureDream,NULL,NULL
146327,꽃돼지식당,NULL,NULL,official.flowerpork
146328,한국수자원공사,"K-water Official",NULL,NULL
146329,플랜트,PLANT,NULL,plantbyseed
146330,레고트,LEGODT,NULL,legodt.official
146331,"밥캣 어패럴","Bobcat Apparel",NULL,bobcatapparel.kr
146332,파일론,PYLON,NULL,NULL
146333,카엘라,CAELA,NULL,NULL
146334,에스티,Aesty,NULL,NULL
146335,미소랩,"miso lab",NULL,NULL
146336,샹프리,SHANGPREE,NULL,shangpree.official
146385,얌샘김밥,얌샘김밥,NULL,NULL
146396,"로스앤젤레스 관광청","Discover Los Angeles",LA관광청,NULL
146397,이풋볼,eFootball,,NULL
146422,"나 혼자만 레벨업:ARISE","나 혼자만 레벨업:ARISE",NULL,NULL
146432,닭동가리,NULL,NULL,NULL
146433,제주별돈,NULL,NULL,star_don77
146434,베이직가구,BASIC,NULL,NULL
146435,델리스,Delis,NULL,NULL
146436,물애담,NULL,NULL,NULL
146437,플라하반,FLAHAVAN,NULL,flahavanskorea
146438,디어에이,Dear.A,NULL,dear.a_kr
146439,애팅,AETHING,NULL,aeting__official
146441,리브엠,Reve:am,NULL,NULL
146444,비히디,BEHYDY,NULL,behydy_official
146445,1.618,"1.618 cosmetics",NULL,NULL
146446,춘몽,CHUNMONG,NULL,NULL
146447,동백카츠,NULL,NULL,dongbaek.cutlet
146448,나름,NAREUM,NULL,nareum_official
146449,"97년생 농부",NULL,NULL,97_farmer
146450,케어존,"CARE ZONE",NULL,carezone_official
146451,누텍스처,Nutexture,NULL,nutexture.official
146452,마망카페,mamancafe,NULL,mamancafe_dessert
146453,공구우먼,09women,NULL,NULL
146454,클라코리아,"Klar Korea",NULL,klar_korea
146455,지클릭커,NULL,NULL,gclicker2012
146456,에코앤드,NULL,NULL,NULL
146458,이바우국밥&죽,NULL,NULL,evow_official
146459,나리몽,narimong,NULL,NULL
146460,닥터하이365,"Dr high 365",NULL,dr.high365_official
146461,트립르센스,"LË Sens Trip",NULL,NULL
146462,에버닌스테어스,EburneanStairs,NULL,eburnean.stairs
146463,부티쥬르,BOUTIJOUR,NULL,boutijour.kr
146464,율립,"YULIP BEAUTY",NULL,NULL
146465,다니엘크레뮤,Danielcremieux,NULL,danielcremieux.kr
146466,롯데홈쇼핑,"LOTTE Home shopping",NULL,NULL
146467,버터샵,"BUTTER SHOP",NULL,butter_insta
146468,제이노우,J-KNOW,NULL,jknow_official
146469,서브씨,SUBC,NULL,subc_offical
146470,부톡,bootalk,NULL,NULL
146471,롱타임노씨,NULL,NULL,longtimenosee29
146472,키킹프로젝트,NULL,NULL,kickingproject
146473,살사랑,NULL,NULL,sal_sarang_offical
146474,새피부,NULL,NULL,sepibu_play
146475,에르메스,Hermès,에르메스뷰티,NULL
146476,토피크렘,NULL,NULL,NULL
146477,아워스코프,Ourscope,NULL,ourscope_official
146478,리빙크리에이터,NULL,푸쉬락,NULL
146479,도프셉,doffsept,NULL,doffsept_official
146480,마레디마리,"Mare di Mari",NULL,NULL
146481,쇼쉬르라팡,NULL,NULL,chaussurelapin
146483,케쌤회화,NULL,NULL,NULL
146485,노멀노모어,NULL,NULL,normalnomore_official
146486,에쥬아,NULL,NULL,asure_official
146487,나린플라,NULL,NULL,NULL
146490,티샤,TISHA,NULL,NULL
146493,여기트래블,NULL,NULL,NULL
146495,"NS 홈쇼핑",NULL,NULL,NULL
146496,노랑풍선,NULL,NULL,NULL
146497,에어아시아,AirAsia,NULL,NULL
146499,"카가와현 관광협회",NULL,NULL,NULL
146500,아이웨딩,NULL,NULL,NULL
146501,스탠다드펫,"STANDARD PET",NULL,NULL
146502,메테오라,NULL,NULL,NULL
146503,짐빔코리아,"Jimbeam Korea",빔산토리,NULL
146504,뉴타운강정,NULL,NULL,NULL
146505,트래블월렛,NULL,NULL,NULL
146506,제누커피,Genu,NULL,NULL
146507,체킷,cheKIT,NULL,NULL
146508,그래이집,NULL,NULL,NULL
146509,리버클래시,NULL,NULL,NULL
146510,"행정사법인 해사인",NULL,NULL,NULL
146511,큐어펫,CurePet,NULL,NULL
146512,로모스,NULL,NULL,NULL
146513,다이와스펙라이프,"DAIWA SPECLIFE",NULL,NULL
146514,도시어,Dossier,NULL,dossierperfumes
146515,유리숲,NULL,NULL,NULL
146516,포뮬라인,Formula:In,NULL,formulain_official
146517,플레인팟,PlainPod,NULL,NULL
146518,케이프투자증권,NULL,NULL,NULL
146519,생활정원,NULL,비피움,vital_garden_official
146520,인도미,NULL,NULL,indomie_kr
146521,쉘코퍼레이션,"SHELL CORPORATION",NULL,NULL
146522,차란,NULL,NULL,NULL
146523,까몬쌀국수,CAMON,NULL,NULL
146524,HD현대오일뱅크,NULL,NULL,NULL
146525,헬로톡,HelloTalk,NULL,NULL
146526,보디가드언더웨어,"BODYGUARD UNDERWEAR",NULL,NULL
146527,폼포라,NULL,NULL,NULL
146528,더블유엠엠스튜디오,WMM,NULL,NULL
146529,카우카우,NULL,NULL,cowcow_official
146530,푸드장,NULL,NULL,NULL
146536,문트,NULL,NULL,NULL
146537,슈마루,SHOEMARU,NULL,NULL
146540,오프엠,OFFM,NULL,NULL
146541,위미트,WEMEET,NULL,NULL
146544,"아스달 연대기: 세 개의 세력","아스달 연대기: 세 개의 세력",NULL,NULL
146604,레이븐2,레이븐2,NULL,NULL
146668,HD현대건설기계,HD현대건설기계,NULL,NULL
146670,KUHO구호,KUHO구호,NULL,NULL
146720,레노마골프,레노마골프,NULL,NULL
