from_app,from_model,from_table,from_field,from_column,relation_type,to_model,to_table,to_column,on_delete,null,from_col_in_schema,to_col_in_schema,from_table_used,to_table_used,file
partner_instagram,PartnerInstagramCreatorBookmarkFolder,ingwanggi_partner_creator_bookmark_folder,user_id,user_id,ForeignKey,User,users_ugwanggi,user_id,,False,True,True,True,True,partner_instagram/models.py
partner_instagram,PartnerInstagramCreatorBookmark,ingwanggi_partner_creator_bookmark,creator_bookmark_folder_id,creator_bookmark_folder_id,ForeignKey,PartnerInstagramCreatorBookmarkFolder,ingwanggi_partner_creator_bookmark_folder,creator_bookmark_folder_id,,False,True,True,True,True,partner_instagram/models.py
partner_instagram,PartnerInstagramCreatorBookmark,ingwanggi_partner_creator_bookmark,instagram_user_id,instagram_user_id,ForeignKey,InstagramUser,instagram_user,user_id,,False,True,True,True,True,partner_instagram/models.py
partner_instagram,PartnerInstagramCreatorBookmark,ingwanggi_partner_creator_bookmark,instagram_user_stat,instagram_user_stat,ForeignKey,InstagramUserStat,instagram_user_stat,user_id,,False,True,True,True,True,partner_instagram/models.py
instagram,InstagramHashtag,instagram_hashtag,post_id,post_id,ForeignKey,InstagramPost,instagram_post,post_id,,False,True,True,True,True,instagram/models.py
instagram,InstagramPost,instagram_post,user_id,user_id,ForeignKey,InstagramUser,instagram_user,user_id,,False,True,True,True,True,instagram/models.py
instagram,InstagramPostDescription,instagram_post_description,post_id,post_id,OneToOneField,InstagramPost,instagram_post,post_id,,False,True,True,True,True,instagram/models.py
instagram,InstagramPostStat,instagram_post_stat,post_id,post_id,OneToOneField,InstagramPost,instagram_post,post_id,,False,False,True,False,True,instagram/models.py
instagram,InstagramPostStatTrend,instagram_post_stat_trend,post_id,post_id,ForeignKey,InstagramPost,instagram_post,post_id,,False,True,True,True,True,instagram/models.py
instagram,InstagramPPLBrand,instagram_ppl_brand,post_id,post_id,ForeignKey,InstagramPost,instagram_post,post_id,,False,True,True,True,True,instagram/models.py
instagram,InstagramPPLBrand,instagram_ppl_brand,brand_logo_id,brand_logo_id,ForeignKey,BrandLogo,brand_logo,brand_logo_id,,False,True,True,True,True,instagram/models.py
instagram,InstagramUserStat,instagram_user_stat,user_id,user_id,OneToOneField,InstagramUser,instagram_user,user_id,,False,True,True,True,True,instagram/models.py
instagram,InstagramUserStatTrend,instagram_user_stat_trend,user_id,user_id,ForeignKey,InstagramUser,instagram_user,user_id,,False,True,True,True,True,instagram/models.py
instagram,InstagramUserTag,instagram_user_tag,post_id,post_id,ForeignKey,InstagramPost,instagram_post,post_id,,False,True,True,True,True,instagram/models.py
instagram,InstagramUserTag,instagram_user_tag,user_id,user_id,ForeignKey,InstagramUser,instagram_user,user_id,,False,True,True,True,True,instagram/models.py
instagram,InstagramSponsoringBrand,instagram_sponsoring_brand,post_id,post_id,ForeignKey,InstagramPost,instagram_post,post_id,,False,True,True,True,True,instagram/models.py
instagram,InstagramUserAnalysisTopic,instagram_user_analysis_topic,user_id,user_id,ForeignKey,InstagramUser,instagram_user,user_id,,False,True,True,True,True,instagram/models.py
instagram,InstagramUserAnalysisCategories,instagram_user_analysis_categories,user_id,user_id,ForeignKey,InstagramUser,instagram_user,user_id,,False,True,True,True,True,instagram/models.py
instagram,InstagramCreatorSaved,ugwanggi_ig_creator_saved,user_id,user_id,ForeignKey,User,users_ugwanggi,user_id,,False,True,True,True,True,instagram/models.py
instagram,InstagramCreatorSaved,ugwanggi_ig_creator_saved,creator_id,creator_id,ForeignKey,InstagramUser,instagram_user,user_id,,False,True,True,True,True,instagram/models.py
instagram,InstagramCreatorSaved,ugwanggi_ig_creator_saved,folder_id,folder_id,ForeignKey,SavedFolder,saved_youtuber_brand_folders,id,CASCADE,False,True,True,True,True,instagram/models.py
instagram,InstagramUserAnalysisMood,instagram_user_analysis_mood,user_id,user_id,ForeignKey,InstagramUser,instagram_user,user_id,,False,True,True,True,True,instagram/models.py
instagram,InstagramUserBrandSafety,instagram_user_brand_safety,user_id,user_id,ForeignKey,InstagramUser,instagram_user,user_id,,False,True,True,True,True,instagram/models.py
instagram,InstagramUserAnalysis,instagram_user_analysis,user_id,user_id,ForeignKey,InstagramUser,instagram_user,user_id,,False,True,True,True,True,instagram/models.py
instagram,InstagramUserBenchmark,instagram_user_benchmark,user_id,user_id,OneToOneField,InstagramUser,instagram_user,user_id,,False,True,True,True,True,instagram/models.py
instagram,InstagramCreatorRankingPresetKeywords,instagram_creator_ranking_preset_keywords,creator_ranking_preset_id,creator_ranking_preset_id,ForeignKey,InstagramCreatorRankingPresets,instagram_creator_ranking_presets,id,,False,True,True,True,True,instagram/models.py
instagram,InstagramRelatedAccountAccess,ingwanggi_related_account_access,user_id,user_id,ForeignKey,User,users_ugwanggi,user_id,,False,True,True,True,True,instagram/models.py
instagram,InstagramRelatedAccountAccess,ingwanggi_related_account_access,instagram_user_id,instagram_user_id,ForeignKey,InstagramUser,instagram_user,user_id,,False,True,True,True,True,instagram/models.py
instagram,SimilarCreatorAccess,ingwanggi_similar_creator_access,user_id,user_id,ForeignKey,User,users_ugwanggi,user_id,,False,True,True,True,True,instagram/models.py
instagram,SimilarCreatorAccess,ingwanggi_similar_creator_access,instagram_user_id,instagram_user_id,ForeignKey,InstagramUser,instagram_user,user_id,,False,True,True,True,True,instagram/models.py
instagram,InstagramUserAnalysisV2,instagram_user_analysis_v2,user_id,user_id,ForeignKey,InstagramUser,instagram_user,user_id,,False,True,True,True,True,instagram/models.py
instagram,InstagramUserAnalysisV2Layer1UserType,instagram_user_analysis_v2_layer1_user_type,user_id,user_id,ForeignKey,InstagramUser,instagram_user,user_id,,False,True,True,True,True,instagram/models.py
instagram,InstagramUserAnalysisV2Layer2ContentFunction,instagram_user_analysis_v2_layer2_content_function,user_id,user_id,ForeignKey,InstagramUser,instagram_user,user_id,,False,True,True,True,True,instagram/models.py
instagram,InstagramUserAnalysisV2Layer3Topic,instagram_user_analysis_v2_layer3_topic,user_id,user_id,ForeignKey,InstagramUser,instagram_user,user_id,,False,True,True,True,True,instagram/models.py
instagram,InstagramUserAnalysisV2Layer4Mood,instagram_user_analysis_v2_layer4_mood,user_id,user_id,ForeignKey,InstagramUser,instagram_user,user_id,,False,True,True,True,True,instagram/models.py
instagram,InstagramUserAnalysisV2Layer5Persona,instagram_user_analysis_v2_layer5_persona,user_id,user_id,ForeignKey,InstagramUser,instagram_user,user_id,,False,True,True,True,True,instagram/models.py
instagram,InstagramUserAnalysisV2Layer6Audience,instagram_user_analysis_v2_layer6_audience,user_id,user_id,ForeignKey,InstagramUser,instagram_user,user_id,,False,True,True,True,True,instagram/models.py
instagram,InstagramUserAnalysisV2Layer6TargetCountry,instagram_user_analysis_v2_layer6_target_country,user_id,user_id,ForeignKey,InstagramUser,instagram_user,user_id,,False,True,True,True,True,instagram/models.py
instagram,InstagramCreatorListupFilters,ingwanggi_creator_listup_filters,user_id,user_id,ForeignKey,User,users_ugwanggi,user_id,,False,True,True,True,True,instagram/models.py
instagram,InstagramCreatorListupFilters,ingwanggi_creator_listup_filters,partner_team_id,partner_team_id,ForeignKey,PartnerTeam,ugwanggi_partner_team,partner_team_id,CASCADE,True,True,True,True,True,instagram/models.py
